event_id,employee_id,event_type,event_date,details
EVT002443,EMP01876,Salary Increase,2025-06-06,+9.5%
EVT002444,EMP01877,Promotion,2025-01-23,Level up: 1 grade
EVT002445,EMP01878,Salary Increase,2025-02-05,+5.0%
EVT002446,EMP01879,Salary Increase,2025-05-21,+9.0%
EVT002447,EMP01881,Salary Increase,2025-06-12,+2.8%
EVT002448,EMP01883,Salary Increase,2024-12-16,+3.9%
EVT002449,EMP01890,Salary Increase,2025-03-12,+8.4%
EVT002450,EMP01890,Salary Increase,2023-01-08,+4.4%
EVT002451,EMP01891,Salary Increase,2023-06-16,+3.2%
EVT002452,EMP01891,Salary Increase,2025-02-23,+1.8%
EVT002453,EMP01892,Salary Increase,2024-07-11,+10.2%
EVT002454,EMP01892,Salary Increase,2024-02-12,+4.5%
EVT002455,EMP01893,Salary Increase,2023-08-08,+7.1%
EVT002456,EMP01894,Promotion,2023-11-12,Level up: 1 grade
EVT002457,EMP01894,Salary Increase,2024-07-15,+4.0%
EVT002458,EMP01894,Salary Increase,2024-01-31,+7.0%
EVT002459,EMP01894,Salary Increase,2023-08-22,+4.3%
EVT002460,EMP01895,Promotion,2025-05-02,Level up: 1 grade
EVT002461,EMP01895,Salary Increase,2025-02-07,+3.8%
EVT002462,EMP01896,Salary Increase,2024-02-24,+5.5%
EVT002463,EMP01897,Salary Increase,2024-02-17,+9.0%
EVT002464,EMP01897,Salary Increase,2023-12-10,+9.5%
EVT002465,EMP01897,Salary Increase,2023-05-28,+7.5%
EVT002466,EMP01898,Salary Increase,2024-03-30,+4.3%
EVT002467,EMP01899,Promotion,2025-04-11,Level up: 2 grades
EVT002468,EMP01899,Salary Increase,2024-01-23,+5.1%
EVT002469,EMP01901,Promotion,2024-10-04,Level up: 1 grade
EVT002470,EMP01901,Salary Increase,2024-11-02,+7.1%
EVT002471,EMP01903,Promotion,2024-10-01,Level up: 1 grade
EVT002472,EMP01903,Salary Increase,2024-06-06,+4.4%
EVT002473,EMP01903,Salary Increase,2023-11-19,+5.9%
EVT002474,EMP01904,Salary Increase,2025-05-15,+4.7%
EVT002475,EMP01904,Salary Increase,2023-10-13,+4.4%
EVT002476,EMP01905,Promotion,2024-08-30,Level up: 2 grades
EVT002477,EMP01905,Salary Increase,2023-12-25,+2.8%
EVT002478,EMP01908,Salary Increase,2025-05-12,+7.0%
EVT002479,EMP01909,Promotion,2023-10-10,Level up: 2 grades
EVT002480,EMP01910,Salary Increase,2023-06-03,+1.9%
EVT002481,EMP01910,Salary Increase,2025-05-29,+6.9%
EVT002482,EMP01911,Salary Increase,2024-04-09,+6.0%
EVT002483,EMP01912,Promotion,2024-11-11,Level up: 1 grade
EVT002484,EMP01912,Salary Increase,2024-09-10,+8.7%
EVT002485,EMP01912,Salary Increase,2023-09-03,+6.1%
EVT002486,EMP01913,Salary Increase,2023-05-11,+4.3%
EVT002487,EMP01915,Promotion,2023-12-18,Level up: 1 grade
EVT002488,EMP01915,Salary Increase,2025-03-28,+4.0%
EVT002489,EMP01916,Promotion,2024-06-18,Level up: 1 grade
EVT002490,EMP01920,Salary Increase,2023-02-02,+4.2%
EVT002491,EMP01920,Salary Increase,2024-10-13,+4.5%
EVT002492,EMP01920,Salary Increase,2023-04-13,+8.0%
EVT002493,EMP01922,Salary Increase,2024-08-30,+10.8%
EVT002494,EMP01923,Salary Increase,2023-09-01,+4.3%
EVT002495,EMP01924,Salary Increase,2023-06-07,+2.9%
EVT002496,EMP01924,Salary Increase,2023-07-17,+11.0%
EVT002497,EMP01925,Salary Increase,2023-04-30,+3.5%
EVT002498,EMP01925,Salary Increase,2024-02-29,+6.2%
EVT002499,EMP01927,Salary Increase,2024-12-22,+7.8%
EVT002500,EMP01928,Salary Increase,2023-12-30,+6.1%
EVT002501,EMP01928,Salary Increase,2025-01-03,+4.1%
EVT002502,EMP01931,Exit,2024-08-26,Voluntary - Career Growth
EVT002503,EMP01932,Promotion,2023-10-21,Level up: 1 grade
EVT002504,EMP01932,Salary Increase,2023-05-22,+7.0%
EVT002505,EMP01933,Salary Increase,2025-05-31,+3.6%
EVT002506,EMP01933,Salary Increase,2023-04-17,+6.5%
EVT002507,EMP01934,Promotion,2025-05-08,Level up: 2 grades
EVT002508,EMP01934,Salary Increase,2024-02-12,+4.2%
EVT002509,EMP01934,Salary Increase,2024-09-18,+9.4%
EVT002510,EMP01934,Salary Increase,2024-05-25,+3.7%
EVT002511,EMP01935,Salary Increase,2024-05-05,+3.7%
EVT002512,EMP01935,Salary Increase,2024-11-13,+2.7%
EVT002513,EMP01935,Salary Increase,2023-03-05,+4.7%
EVT002514,EMP01936,Salary Increase,2025-05-06,+7.4%
EVT002515,EMP01937,Promotion,2023-11-23,Level up: 2 grades
EVT002516,EMP01937,Salary Increase,2023-08-25,+2.4%
EVT002517,EMP01937,Salary Increase,2025-01-06,+1.7%
EVT002518,EMP01938,Salary Increase,2024-05-13,+4.8%
EVT002519,EMP01938,Salary Increase,2023-07-19,+2.1%
EVT002520,EMP01938,Salary Increase,2025-04-13,+9.6%
EVT002521,EMP01939,Salary Increase,2023-01-15,+3.7%
EVT002522,EMP01941,Salary Increase,2024-09-01,+6.1%
EVT002523,EMP01942,Salary Increase,2024-11-09,+5.0%
EVT002524,EMP01943,Promotion,2024-06-26,Level up: 2 grades
EVT002525,EMP01943,Salary Increase,2023-12-28,+8.1%
EVT002526,EMP01944,Promotion,2024-01-18,Level up: 1 grade
EVT002527,EMP01946,Salary Increase,2023-12-10,+4.7%
EVT002528,EMP01946,Salary Increase,2023-05-07,+4.8%
EVT002529,EMP01947,Salary Increase,2023-04-05,+7.7%
EVT002530,EMP01948,Salary Increase,2024-11-19,+7.6%
EVT002531,EMP01948,Salary Increase,2024-12-08,+8.8%
EVT002532,EMP01948,Salary Increase,2024-01-25,+1.3%
EVT002533,EMP01949,Salary Increase,2023-12-04,+3.9%
EVT002534,EMP01949,Salary Increase,2024-08-18,+3.5%
EVT002535,EMP01950,Salary Increase,2024-05-13,+4.4%
EVT002536,EMP01950,Salary Increase,2024-09-12,+4.9%
EVT002537,EMP01951,Promotion,2024-08-31,Level up: 2 grades
EVT002538,EMP01951,Salary Increase,2023-12-22,+5.1%
EVT002539,EMP01951,Salary Increase,2024-09-06,+8.9%
EVT002540,EMP01952,Salary Increase,2024-01-21,+6.7%
EVT002541,EMP01952,Salary Increase,2024-01-03,+5.2%
EVT002542,EMP01954,Exit,2024-01-06,Voluntary - Career Growth
EVT002543,EMP01955,Salary Increase,2024-05-19,+6.8%
EVT002544,EMP01956,Salary Increase,2023-12-09,+0.5%
EVT002545,EMP01956,Salary Increase,2024-05-24,+3.1%
EVT002546,EMP01957,Salary Increase,2024-07-03,+4.3%
EVT002547,EMP01959,Salary Increase,2024-09-26,+6.3%
EVT002548,EMP01960,Salary Increase,2025-04-16,+4.6%
EVT002549,EMP01960,Salary Increase,2025-02-13,+7.6%
EVT002550,EMP01961,Salary Increase,2025-05-20,+5.9%
EVT002551,EMP01964,Salary Increase,2025-04-02,+2.0%
EVT002552,EMP01965,Salary Increase,2024-02-24,+9.5%
EVT002553,EMP01967,Salary Increase,2023-05-15,+4.8%
EVT002554,EMP01967,Salary Increase,2024-04-14,+8.2%
EVT002555,EMP01967,Salary Increase,2025-06-11,+6.4%
EVT002556,EMP01968,Salary Increase,2023-02-23,+7.8%
EVT002557,EMP01969,Salary Increase,2025-01-25,+5.6%
EVT002558,EMP01969,Salary Increase,2024-12-24,+5.2%
EVT002559,EMP01971,Salary Increase,2023-02-06,+6.7%
EVT002560,EMP01971,Salary Increase,2024-12-15,+4.9%
EVT002561,EMP01971,Salary Increase,2024-12-16,+2.1%
EVT002562,EMP01972,Salary Increase,2023-10-23,+5.4%
EVT002563,EMP01973,Salary Increase,2024-11-13,+9.4%
EVT002564,EMP01973,Salary Increase,2024-09-20,+6.3%
EVT002565,EMP01974,Salary Increase,2023-12-11,+4.6%
EVT002566,EMP01974,Salary Increase,2023-01-28,+4.3%
EVT002567,EMP01975,Salary Increase,2023-04-25,+2.4%
EVT002568,EMP01975,Salary Increase,2023-04-04,+1.5%
EVT002569,EMP01976,Salary Increase,2023-09-27,+2.0%
EVT002570,EMP01976,Salary Increase,2023-11-12,+5.5%
EVT002571,EMP01977,Salary Increase,2023-05-13,+3.6%
EVT002572,EMP01977,Salary Increase,2025-05-12,+2.7%
EVT002573,EMP01978,Salary Increase,2023-03-02,+6.0%
EVT002574,EMP01979,Salary Increase,2024-01-10,+4.5%
EVT002575,EMP01981,Promotion,2023-10-29,Level up: 1 grade
EVT002576,EMP01982,Promotion,2024-03-08,Level up: 1 grade
EVT002577,EMP01982,Salary Increase,2023-11-25,+7.5%
EVT002578,EMP01983,Salary Increase,2025-06-15,+3.4%
EVT002579,EMP01983,Exit,2025-04-03,Voluntary - Better Opportunity
EVT002580,EMP01985,Promotion,2025-05-14,Level up: 1 grade
EVT002581,EMP01985,Salary Increase,2023-02-07,+7.9%
EVT002582,EMP01989,Salary Increase,2023-04-27,+7.0%
EVT002583,EMP01990,Salary Increase,2023-02-26,+2.3%
EVT002584,EMP01993,Promotion,2023-09-05,Level up: 1 grade
EVT002585,EMP01993,Salary Increase,2025-04-13,+6.9%
EVT002586,EMP01994,Salary Increase,2025-01-01,+0.5%
EVT002587,EMP01995,Promotion,2024-02-29,Level up: 1 grade
EVT002588,EMP01995,Salary Increase,2023-09-04,+6.8%
EVT002589,EMP01997,Salary Increase,2024-06-14,+2.3%
EVT002590,EMP01997,Salary Increase,2024-04-04,+3.1%
EVT002591,EMP01997,Salary Increase,2024-10-02,+5.3%
EVT002592,EMP01998,Salary Increase,2023-03-23,+6.8%
EVT002593,EMP01999,Promotion,2023-11-26,Level up: 1 grade
EVT002594,EMP01999,Salary Increase,2024-07-16,+5.1%
EVT002595,EMP02000,Salary Increase,2024-09-05,+8.7%
EVT002596,EMP02001,Salary Increase,2024-09-24,+1.1%
EVT002597,EMP02003,Salary Increase,2023-08-22,+1.5%
EVT002598,EMP02005,Salary Increase,2023-07-22,+6.8%
EVT002599,EMP02006,Promotion,2024-05-05,Level up: 1 grade
EVT002600,EMP02006,Salary Increase,2025-03-04,+7.9%
EVT002601,EMP02006,Salary Increase,2024-02-09,+3.7%
EVT002602,EMP02011,Promotion,2023-12-08,Level up: 1 grade
EVT002603,EMP02011,Salary Increase,2025-03-03,+4.7%
EVT002604,EMP02012,Promotion,2024-11-07,Level up: 2 grades
EVT002605,EMP02012,Salary Increase,2025-02-15,+0.8%
EVT002606,EMP02012,Salary Increase,2023-02-09,+0.9%
EVT002607,EMP02012,Salary Increase,2025-06-18,+0.5%
EVT002608,EMP02012,Salary Increase,2024-08-30,+2.6%
EVT002609,EMP02014,Salary Increase,2023-10-27,+2.6%
EVT002610,EMP02014,Salary Increase,2023-02-17,+4.8%
EVT002611,EMP02015,Salary Increase,2024-11-11,+8.8%
EVT002612,EMP02015,Salary Increase,2023-10-16,+3.5%
EVT002613,EMP02015,Exit,2024-07-08,Involuntary - Performance
EVT002614,EMP02016,Salary Increase,2024-02-16,+7.1%
EVT002615,EMP02016,Exit,2024-05-06,Voluntary - Career Growth
EVT002616,EMP02017,Salary Increase,2023-01-05,+3.2%
EVT002617,EMP02018,Salary Increase,2024-08-08,+8.5%
EVT002618,EMP02019,Salary Increase,2023-10-23,+0.6%
EVT002619,EMP02019,Salary Increase,2025-06-05,+3.6%
EVT002620,EMP02020,Salary Increase,2024-03-08,+5.6%
EVT002621,EMP02022,Salary Increase,2025-01-30,+3.3%
EVT002622,EMP02023,Promotion,2024-08-24,Level up: 1 grade
EVT002623,EMP02024,Salary Increase,2024-08-18,+7.6%
EVT002624,EMP02024,Salary Increase,2023-10-25,+3.4%
EVT002625,EMP02024,Salary Increase,2023-10-16,+4.6%
EVT002626,EMP02025,Promotion,2024-01-12,Level up: 1 grade
EVT002627,EMP02025,Salary Increase,2024-10-09,+11.0%
EVT002628,EMP02026,Salary Increase,2023-06-17,+5.6%
EVT002629,EMP02026,Salary Increase,2024-06-28,+1.5%
EVT002630,EMP02027,Salary Increase,2024-06-13,+3.9%
EVT002631,EMP02028,Salary Increase,2025-04-01,+9.9%
EVT002632,EMP02028,Salary Increase,2023-01-13,+4.8%
EVT002633,EMP02029,Promotion,2024-02-09,Level up: 1 grade
EVT002634,EMP02029,Salary Increase,2024-03-24,+3.6%
EVT002635,EMP02030,Salary Increase,2024-09-08,+0.5%
EVT002636,EMP02032,Salary Increase,2023-04-19,+9.9%
EVT002637,EMP02032,Salary Increase,2024-04-19,+5.9%
EVT002638,EMP02034,Salary Increase,2023-11-06,+5.2%
EVT002639,EMP02035,Salary Increase,2023-09-22,+3.5%
EVT002640,EMP02036,Salary Increase,2023-12-05,+7.9%
EVT002641,EMP02036,Salary Increase,2024-02-13,+6.5%
EVT002642,EMP02037,Salary Increase,2023-08-08,+3.4%
EVT002643,EMP02037,Salary Increase,2023-07-26,+5.0%
EVT002644,EMP02037,Exit,2025-05-06,Voluntary - Compensation
EVT002645,EMP02038,Exit,2024-05-17,Voluntary - Better Opportunity
EVT002646,EMP02039,Salary Increase,2023-07-23,+3.8%
EVT002647,EMP02039,Salary Increase,2023-10-02,+6.0%
EVT002648,EMP02042,Salary Increase,2024-12-21,+6.9%
EVT002649,EMP02043,Salary Increase,2023-05-31,+4.4%
EVT002650,EMP02044,Salary Increase,2024-03-31,+7.0%
EVT002651,EMP02044,Salary Increase,2024-06-15,+3.7%
EVT002652,EMP02045,Promotion,2023-11-17,Level up: 1 grade
EVT002653,EMP02048,Promotion,2023-12-02,Level up: 1 grade
EVT002654,EMP02050,Salary Increase,2024-02-05,+6.6%
EVT002655,EMP02051,Salary Increase,2024-04-01,+0.6%
EVT002656,EMP02051,Salary Increase,2025-05-27,+6.7%
EVT002657,EMP02052,Salary Increase,2024-10-08,+4.3%
EVT002658,EMP02052,Salary Increase,2024-04-28,+4.5%
EVT002659,EMP02052,Salary Increase,2023-01-19,+8.8%
EVT002660,EMP02052,Salary Increase,2023-04-23,+6.3%
EVT002661,EMP02054,Salary Increase,2023-02-12,+9.5%
EVT002662,EMP02054,Salary Increase,2023-04-08,+0.5%
EVT002663,EMP02055,Salary Increase,2023-03-24,+6.0%
EVT002664,EMP02055,Salary Increase,2025-04-14,+4.7%
EVT002665,EMP02056,Promotion,2024-09-17,Level up: 1 grade
EVT002666,EMP02056,Salary Increase,2024-10-04,+2.7%
EVT002667,EMP02056,Salary Increase,2025-06-29,+8.5%
EVT002668,EMP02056,Exit,2025-01-07,Voluntary - Compensation
EVT002669,EMP02057,Salary Increase,2023-12-19,+5.7%
EVT002670,EMP02057,Salary Increase,2025-01-22,+4.7%
EVT002671,EMP02057,Salary Increase,2023-04-02,+7.9%
EVT002672,EMP02058,Salary Increase,2025-03-11,+6.5%
EVT002673,EMP02059,Promotion,2023-08-10,Level up: 1 grade
EVT002674,EMP02059,Salary Increase,2024-03-01,+11.1%
EVT002675,EMP02059,Salary Increase,2023-06-01,+9.0%
EVT002676,EMP02060,Salary Increase,2023-11-08,+5.8%
EVT002677,EMP02060,Salary Increase,2024-09-06,+3.3%
EVT002678,EMP02061,Promotion,2024-02-23,Level up: 1 grade
EVT002679,EMP02061,Salary Increase,2023-05-15,+1.8%
EVT002680,EMP02061,Salary Increase,2024-11-29,+4.2%
EVT002681,EMP02062,Salary Increase,2024-04-16,+1.4%
EVT002682,EMP02063,Salary Increase,2023-03-06,+3.0%
EVT002683,EMP02063,Salary Increase,2024-01-03,+5.5%
EVT002684,EMP02063,Exit,2023-10-07,Voluntary - Better Opportunity
EVT002685,EMP02064,Salary Increase,2025-04-28,+7.1%
EVT002686,EMP02065,Salary Increase,2023-01-31,+1.7%
EVT002687,EMP02066,Promotion,2025-02-17,Level up: 1 grade
EVT002688,EMP02066,Salary Increase,2023-04-17,+3.3%
EVT002689,EMP02066,Salary Increase,2023-09-03,+8.2%
EVT002690,EMP02068,Salary Increase,2023-08-31,+5.9%
EVT002691,EMP02068,Salary Increase,2023-04-14,+7.6%
EVT002692,EMP02069,Salary Increase,2025-02-14,+7.0%
EVT002693,EMP02070,Salary Increase,2025-03-12,+9.1%
EVT002694,EMP02070,Salary Increase,2023-01-21,+5.7%
EVT002695,EMP02072,Salary Increase,2024-05-24,+5.2%
EVT002696,EMP02073,Promotion,2024-11-21,Level up: 1 grade
EVT002697,EMP02073,Salary Increase,2023-05-04,+3.6%
EVT002698,EMP02075,Salary Increase,2023-09-28,+6.9%
EVT002699,EMP02075,Salary Increase,2024-12-12,+6.8%
EVT002700,EMP02075,Salary Increase,2023-03-05,+7.0%
EVT002701,EMP02078,Promotion,2023-11-02,Level up: 1 grade
EVT002702,EMP02078,Salary Increase,2024-03-11,+3.6%
EVT002703,EMP02079,Promotion,2025-02-20,Level up: 1 grade
EVT002704,EMP02080,Salary Increase,2024-03-24,+7.6%
EVT002705,EMP02080,Salary Increase,2024-09-24,+9.2%
EVT002706,EMP02080,Salary Increase,2024-02-16,+5.8%
EVT002707,EMP02084,Salary Increase,2025-06-21,+5.6%
EVT002708,EMP02085,Salary Increase,2024-03-20,+9.7%
EVT002709,EMP02085,Salary Increase,2024-10-11,+7.2%
EVT002710,EMP02086,Exit,2024-05-15,Voluntary - Compensation
EVT002711,EMP02088,Salary Increase,2025-01-15,+6.3%
EVT002712,EMP02089,Salary Increase,2024-01-13,+6.1%
EVT002713,EMP02090,Salary Increase,2024-09-27,+6.0%
EVT002714,EMP02090,Salary Increase,2023-10-16,+5.9%
EVT002715,EMP02091,Salary Increase,2023-11-22,+3.1%
EVT002716,EMP02092,Salary Increase,2024-04-07,+5.0%
EVT002717,EMP02092,Salary Increase,2023-09-09,+9.2%
EVT002718,EMP02094,Promotion,2024-09-12,Level up: 1 grade
EVT002719,EMP02096,Salary Increase,2023-12-30,+1.9%
EVT002720,EMP02097,Promotion,2025-04-17,Level up: 2 grades
EVT002721,EMP02097,Salary Increase,2024-08-01,+8.7%
EVT002722,EMP02098,Salary Increase,2023-01-18,+2.6%
EVT002723,EMP02099,Salary Increase,2023-03-08,+3.5%
EVT002724,EMP02100,Salary Increase,2024-12-28,+4.3%
EVT002725,EMP02100,Salary Increase,2023-06-23,+8.7%
EVT002726,EMP02100,Salary Increase,2023-07-26,+5.5%
EVT002727,EMP02102,Salary Increase,2025-02-16,+6.9%
EVT002728,EMP02104,Salary Increase,2024-12-26,+2.3%
EVT002729,EMP02105,Promotion,2024-12-20,Level up: 1 grade
EVT002730,EMP02106,Exit,2023-06-19,Voluntary - Better Opportunity
EVT002731,EMP02107,Salary Increase,2023-08-12,+4.4%
EVT002732,EMP02107,Salary Increase,2025-01-02,+7.9%
EVT002733,EMP02107,Salary Increase,2023-04-08,+6.4%
EVT002734,EMP02108,Salary Increase,2024-02-12,+8.3%
EVT002735,EMP02108,Salary Increase,2023-06-15,+5.3%
EVT002736,EMP02109,Salary Increase,2023-03-31,+6.5%
EVT002737,EMP02109,Salary Increase,2023-05-23,+8.7%
EVT002738,EMP02111,Promotion,2023-09-04,Level up: 2 grades
EVT002739,EMP02112,Salary Increase,2023-07-09,+4.7%
EVT002740,EMP02112,Salary Increase,2025-05-25,+3.7%
EVT002741,EMP02112,Exit,2024-11-22,Voluntary - Personal Reasons
EVT002742,EMP02113,Salary Increase,2023-11-15,+4.2%
EVT002743,EMP02113,Salary Increase,2023-08-19,+3.3%
EVT002744,EMP02114,Promotion,2024-02-16,Level up: 2 grades
EVT002745,EMP02114,Salary Increase,2025-05-19,+8.1%
EVT002746,EMP02114,Salary Increase,2023-02-07,+6.6%
EVT002747,EMP02114,Salary Increase,2025-02-20,+4.7%
EVT002748,EMP02114,Salary Increase,2025-06-06,+2.6%
EVT002749,EMP02115,Salary Increase,2025-01-29,+12.2%
EVT002750,EMP02115,Salary Increase,2025-03-12,+11.0%
EVT002751,EMP02117,Promotion,2024-09-13,Level up: 1 grade
EVT002752,EMP02118,Salary Increase,2024-10-17,+4.4%
EVT002753,EMP02118,Salary Increase,2023-06-16,+7.6%
EVT002754,EMP02118,Salary Increase,2025-04-08,+5.3%
EVT002755,EMP02120,Salary Increase,2024-10-21,+4.1%
EVT002756,EMP02121,Salary Increase,2024-07-22,+6.9%
EVT002757,EMP02121,Salary Increase,2025-03-31,+5.7%
EVT002758,EMP02121,Salary Increase,2025-05-11,+5.6%
EVT002759,EMP02122,Salary Increase,2024-01-24,+8.3%
EVT002760,EMP02122,Salary Increase,2023-10-28,+4.6%
EVT002761,EMP02123,Salary Increase,2025-04-03,+7.3%
EVT002762,EMP02124,Salary Increase,2023-01-27,+8.6%
EVT002763,EMP02124,Salary Increase,2024-06-10,+7.8%
EVT002764,EMP02126,Promotion,2024-06-16,Level up: 2 grades
EVT002765,EMP02126,Salary Increase,2024-05-02,+8.0%
EVT002766,EMP02129,Salary Increase,2023-09-12,+6.2%
EVT002767,EMP02130,Salary Increase,2024-11-27,+6.0%
EVT002768,EMP02131,Salary Increase,2023-12-10,+8.0%
EVT002769,EMP02131,Salary Increase,2023-06-12,+10.0%
EVT002770,EMP02131,Salary Increase,2023-02-26,+9.0%
EVT002771,EMP02133,Salary Increase,2025-06-27,+4.0%
EVT002772,EMP02134,Promotion,2024-08-19,Level up: 1 grade
EVT002773,EMP02134,Salary Increase,2023-01-18,+6.8%
EVT002774,EMP02134,Salary Increase,2024-10-03,+4.6%
EVT002775,EMP02135,Salary Increase,2024-05-03,+6.1%
EVT002776,EMP02137,Salary Increase,2024-10-15,+5.7%
EVT002777,EMP02141,Promotion,2024-10-25,Level up: 1 grade
EVT002778,EMP02141,Salary Increase,2025-03-07,+6.1%
EVT002779,EMP02141,Salary Increase,2024-02-02,+2.7%
EVT002780,EMP02142,Salary Increase,2024-07-23,+9.6%
EVT002781,EMP02143,Salary Increase,2024-11-08,+9.8%
EVT002782,EMP02144,Salary Increase,2023-06-27,+2.4%
EVT002783,EMP02144,Salary Increase,2025-04-11,+12.6%
EVT002784,EMP02145,Salary Increase,2023-11-07,+6.4%
EVT002785,EMP02145,Salary Increase,2023-09-12,+6.8%
EVT002786,EMP02145,Salary Increase,2025-01-09,+4.4%
EVT002787,EMP02145,Salary Increase,2024-04-08,+3.8%
EVT002788,EMP02145,Salary Increase,2025-01-20,+5.3%
EVT002789,EMP02146,Salary Increase,2024-12-09,+8.4%
EVT002790,EMP02147,Salary Increase,2023-08-25,+6.6%
EVT002791,EMP02147,Salary Increase,2024-08-06,+4.2%
EVT002792,EMP02148,Salary Increase,2023-06-14,+9.5%
EVT002793,EMP02148,Salary Increase,2024-05-09,+5.2%
EVT002794,EMP02150,Exit,2023-09-10,Involuntary - Performance
EVT002795,EMP02151,Salary Increase,2023-02-27,+7.1%
EVT002796,EMP02151,Salary Increase,2024-08-01,+5.6%
EVT002797,EMP02151,Exit,2025-05-03,Voluntary - Better Opportunity
EVT002798,EMP02152,Salary Increase,2025-05-24,+8.8%
EVT002799,EMP02153,Promotion,2025-06-10,Level up: 1 grade
EVT002800,EMP02153,Salary Increase,2024-08-18,+6.3%
EVT002801,EMP02153,Salary Increase,2024-07-22,+7.6%
EVT002802,EMP02154,Promotion,2025-01-01,Level up: 1 grade
EVT002803,EMP02154,Salary Increase,2024-09-13,+7.1%
EVT002804,EMP02156,Exit,2024-05-11,Voluntary - Better Opportunity
EVT002805,EMP02157,Promotion,2024-10-06,Level up: 1 grade
EVT002806,EMP02157,Salary Increase,2024-04-03,+9.8%
EVT002807,EMP02158,Salary Increase,2023-09-24,+10.7%
EVT002808,EMP02159,Salary Increase,2023-07-16,+6.9%
EVT002809,EMP02159,Salary Increase,2025-02-26,+0.5%
EVT002810,EMP02160,Salary Increase,2024-09-29,+5.6%
EVT002811,EMP02162,Salary Increase,2023-08-26,+8.0%
EVT002812,EMP02163,Salary Increase,2024-01-21,+9.1%
EVT002813,EMP02165,Salary Increase,2023-11-04,+7.0%
EVT002814,EMP02167,Salary Increase,2023-09-19,+1.6%
EVT002815,EMP02168,Salary Increase,2024-04-04,+6.1%
EVT002816,EMP02169,Salary Increase,2025-06-21,+6.5%
EVT002817,EMP02170,Salary Increase,2023-04-07,+5.3%
EVT002818,EMP02170,Salary Increase,2024-07-09,+5.1%
EVT002819,EMP02171,Salary Increase,2024-03-11,+3.6%
EVT002820,EMP02171,Salary Increase,2025-05-19,+12.1%
EVT002821,EMP02172,Salary Increase,2025-03-13,+2.6%
EVT002822,EMP02173,Salary Increase,2023-01-30,+7.9%
EVT002823,EMP02173,Salary Increase,2023-02-19,+5.8%
EVT002824,EMP02173,Salary Increase,2023-04-17,+1.7%
EVT002825,EMP02174,Salary Increase,2025-05-20,+3.6%
EVT002826,EMP02177,Salary Increase,2024-08-17,+2.5%
EVT002827,EMP02178,Promotion,2024-12-07,Level up: 2 grades
EVT002828,EMP02178,Salary Increase,2023-08-23,+7.7%
EVT002829,EMP02178,Salary Increase,2023-09-07,+6.3%
EVT002830,EMP02179,Salary Increase,2025-05-07,+2.8%
EVT002831,EMP02179,Salary Increase,2025-01-16,+8.2%
EVT002832,EMP02179,Salary Increase,2025-06-26,+4.5%
EVT002833,EMP02179,Salary Increase,2023-07-08,+5.9%
EVT002834,EMP02181,Salary Increase,2024-10-21,+5.1%
EVT002835,EMP02183,Promotion,2024-04-08,Level up: 1 grade
EVT002836,EMP02183,Salary Increase,2024-07-29,+7.8%
EVT002837,EMP02183,Salary Increase,2023-05-04,+6.4%
EVT002838,EMP02183,Exit,2024-02-07,Voluntary - Personal Reasons
EVT002839,EMP02184,Salary Increase,2023-10-30,+4.0%
EVT002840,EMP02184,Salary Increase,2024-04-26,+3.6%
EVT002841,EMP02185,Salary Increase,2025-04-03,+4.6%
EVT002842,EMP02185,Salary Increase,2024-11-10,+4.3%
EVT002843,EMP02185,Salary Increase,2024-06-22,+8.1%
EVT002844,EMP02185,Salary Increase,2023-10-07,+2.0%
EVT002845,EMP02187,Salary Increase,2024-09-18,+5.1%
EVT002846,EMP02188,Salary Increase,2023-11-05,+5.9%
EVT002847,EMP02188,Salary Increase,2023-08-21,+6.2%
EVT002848,EMP02188,Exit,2024-03-04,Involuntary - Restructuring
EVT002849,EMP02189,Salary Increase,2025-06-09,+5.4%
EVT002850,EMP02191,Salary Increase,2024-02-07,+3.5%
EVT002851,EMP02191,Salary Increase,2024-06-28,+9.2%
EVT002852,EMP02191,Salary Increase,2025-04-26,+1.2%
EVT002853,EMP02192,Salary Increase,2024-11-03,+8.2%
EVT002854,EMP02192,Salary Increase,2023-02-17,+8.8%
EVT002855,EMP02193,Promotion,2023-11-05,Level up: 1 grade
EVT002856,EMP02194,Salary Increase,2023-08-02,+8.6%
EVT002857,EMP02194,Exit,2025-02-16,Voluntary - Career Growth
EVT002858,EMP02196,Salary Increase,2023-08-14,+5.9%
EVT002859,EMP02199,Salary Increase,2025-02-08,+4.2%
EVT002860,EMP02200,Promotion,2023-08-10,Level up: 2 grades
EVT002861,EMP02201,Promotion,2024-09-02,Level up: 1 grade
EVT002862,EMP02201,Salary Increase,2025-02-10,+3.8%
EVT002863,EMP02201,Salary Increase,2023-12-27,+9.0%
EVT002864,EMP02202,Promotion,2025-03-18,Level up: 1 grade
EVT002865,EMP02202,Salary Increase,2023-07-19,+4.1%
EVT002866,EMP02203,Exit,2023-11-07,Voluntary - Career Growth
EVT002867,EMP02204,Salary Increase,2023-02-08,+6.0%
EVT002868,EMP02205,Salary Increase,2025-03-29,+7.8%
EVT002869,EMP02206,Salary Increase,2023-03-12,+14.1%
EVT002870,EMP02206,Salary Increase,2025-03-22,+7.4%
EVT002871,EMP02206,Salary Increase,2025-06-02,+4.9%
EVT002872,EMP02206,Salary Increase,2024-08-11,+6.7%
EVT002873,EMP02207,Salary Increase,2024-10-15,+3.5%
