performance_id,employee_id,review_period,review_date,performance_score_1to5,manager_rating_1to5,goals_total,goals_achieved,goal_completion_rate_pct,peer_feedback_score_1to5,had_recent_training_last_180d
PRF009430,EMP02174,2025-H1,2025-06-30,2.72,2.0,4,2,48.3,3.09,False
PRF009431,EMP02175,2023-H1,2023-06-30,3.79,3.0,6,5,84.7,3.53,False
PRF009432,EMP02175,2023-H2,2023-12-31,3.73,4.0,4,3,74.5,3.49,True
PRF009433,EMP02175,2024-H1,2024-06-30,3.77,4.0,6,5,77.7,3.87,False
PRF009434,EMP02175,2024-H2,2024-12-31,4.07,4.0,5,4,83.4,4.28,True
PRF009435,EMP02175,2025-H1,2025-06-30,4.35,4.0,7,6,92.0,4.32,True
PRF009436,EMP02176,2023-H1,2023-06-30,3.23,3.0,7,4,55.0,3.24,True
PRF009437,EMP02176,2023-H2,2023-12-31,3.12,3.0,3,2,78.7,3.9,False
PRF009438,EMP02176,2024-H1,2024-06-30,3.29,4.0,5,3,65.6,3.4,False
PRF009439,EMP02176,2024-H2,2024-12-31,3.38,3.0,4,2,56.3,2.81,True
PRF009440,EMP02176,2025-H1,2025-06-30,3.19,3.0,7,5,65.2,3.4,True
PRF009441,EMP02177,2024-H1,2024-06-30,3.35,3.0,4,2,62.0,4.23,False
PRF009442,EMP02177,2024-H2,2024-12-31,3.44,3.0,4,3,76.5,4.13,True
PRF009443,EMP02177,2025-H1,2025-06-30,3.54,4.0,5,3,69.0,3.65,True
PRF009444,EMP02178,2023-H1,2023-06-30,3.17,3.0,6,4,71.1,3.51,False
PRF009445,EMP02178,2023-H2,2023-12-31,3.08,3.0,7,5,65.6,3.34,False
PRF009446,EMP02178,2024-H1,2024-06-30,3.24,4.0,6,5,80.6,3.26,True
PRF009447,EMP02178,2024-H2,2024-12-31,3.14,3.0,6,4,71.2,3.05,False
PRF009448,EMP02178,2025-H1,2025-06-30,3.15,3.0,3,2,62.4,3.13,True
PRF009449,EMP02179,2023-H1,2023-06-30,4.3,4.0,4,4,91.5,4.09,False
PRF009450,EMP02179,2023-H2,2023-12-31,4.31,5.0,6,5,88.9,4.9,True
PRF009451,EMP02179,2024-H1,2024-06-30,4.4,5.0,6,5,86.1,4.59,False
PRF009452,EMP02179,2024-H2,2024-12-31,4.31,4.0,5,4,88.6,4.67,True
PRF009453,EMP02179,2025-H1,2025-06-30,4.2,4.0,4,3,86.6,5.0,False
PRF009454,EMP02180,2023-H1,2023-06-30,2.78,2.0,5,2,40.5,2.81,True
PRF009455,EMP02180,2023-H2,2023-12-31,3.03,3.0,6,4,71.6,2.52,True
PRF009456,EMP02180,2024-H1,2024-06-30,3.18,3.0,7,4,61.3,3.46,True
PRF009457,EMP02180,2024-H2,2024-12-31,3.11,3.0,5,4,73.5,2.81,False
PRF009458,EMP02180,2025-H1,2025-06-30,3.04,,3,2,56.5,2.92,False
PRF009459,EMP02181,2023-H1,2023-06-30,3.17,,6,3,52.5,3.4,False
PRF009460,EMP02181,2023-H2,2023-12-31,3.29,3.0,5,4,72.3,2.83,True
PRF009461,EMP02181,2024-H1,2024-06-30,3.21,3.0,6,4,68.8,2.92,False
PRF009462,EMP02181,2024-H2,2024-12-31,3.18,3.0,5,3,69.5,2.92,True
PRF009463,EMP02181,2025-H1,2025-06-30,3.3,3.0,7,5,64.6,2.8,True
PRF009464,EMP02182,2023-H1,2023-06-30,3.19,3.0,7,6,81.8,2.93,True
PRF009465,EMP02182,2023-H2,2023-12-31,3.05,3.0,6,3,52.0,3.4,True
PRF009466,EMP02182,2024-H1,2024-06-30,3.01,3.0,7,4,55.8,3.65,False
PRF009467,EMP02182,2024-H2,2024-12-31,3.01,4.0,7,3,47.6,3.29,False
PRF009468,EMP02182,2025-H1,2025-06-30,3.02,3.0,5,3,58.5,2.86,False
PRF009469,EMP02183,2023-H2,2023-12-31,3.27,,3,2,53.2,3.06,True
PRF009470,EMP02183,2024-H1,2024-06-30,3.2,3.0,4,2,54.3,2.92,False
PRF009471,EMP02183,2024-H2,2024-12-31,3.19,4.0,7,5,71.4,3.72,True
PRF009472,EMP02183,2025-H1,2025-06-30,3.22,3.0,3,2,77.0,2.46,True
PRF009473,EMP02184,2023-H1,2023-06-30,4.01,4.0,4,3,77.3,4.12,True
PRF009474,EMP02184,2023-H2,2023-12-31,4.3,4.0,3,2,82.7,4.65,True
PRF009475,EMP02184,2024-H1,2024-06-30,4.43,4.0,5,4,89.1,4.45,True
PRF009476,EMP02184,2024-H2,2024-12-31,4.35,5.0,5,4,75.2,4.38,False
PRF009477,EMP02184,2025-H1,2025-06-30,4.31,4.0,7,7,99.7,4.62,False
PRF009478,EMP02185,2025-H1,2025-06-30,2.41,3.0,4,2,44.3,2.33,True
PRF009479,EMP02186,2023-H1,2023-06-30,3.93,5.0,7,5,78.4,3.75,True
PRF009480,EMP02186,2023-H2,2023-12-31,4.21,4.0,4,3,87.4,3.53,True
PRF009481,EMP02186,2024-H1,2024-06-30,4.17,4.0,5,3,67.3,3.86,True
PRF009482,EMP02186,2024-H2,2024-12-31,4.35,,3,3,84.9,5.0,False
PRF009483,EMP02186,2025-H1,2025-06-30,4.52,4.0,4,3,87.0,3.92,True
PRF009484,EMP02187,2023-H1,2023-06-30,2.55,3.0,7,4,62.0,1.92,False
PRF009485,EMP02187,2023-H2,2023-12-31,2.62,3.0,3,2,54.0,2.3,True
PRF009486,EMP02187,2024-H1,2024-06-30,2.5,2.0,7,4,51.5,1.79,True
PRF009487,EMP02187,2024-H2,2024-12-31,2.52,,6,4,69.1,2.74,True
PRF009488,EMP02187,2025-H1,2025-06-30,2.66,3.0,7,4,50.5,2.81,False
PRF009489,EMP02188,2023-H1,2023-06-30,3.11,3.0,6,3,56.1,3.03,False
PRF009490,EMP02188,2023-H2,2023-12-31,2.92,3.0,4,2,57.0,2.74,False
PRF009491,EMP02188,2024-H1,2024-06-30,3.16,3.0,3,2,60.5,2.67,True
PRF009492,EMP02188,2024-H2,2024-12-31,3.25,4.0,6,3,57.6,3.12,True
PRF009493,EMP02188,2025-H1,2025-06-30,3.33,3.0,4,3,73.3,3.74,False
PRF009494,EMP02189,2023-H1,2023-06-30,2.35,3.0,7,3,49.4,1.84,False
PRF009495,EMP02189,2023-H2,2023-12-31,2.58,2.0,4,1,34.4,3.01,False
PRF009496,EMP02189,2024-H1,2024-06-30,2.82,3.0,7,4,63.7,2.08,True
PRF009497,EMP02189,2024-H2,2024-12-31,3.12,3.0,6,4,61.0,2.62,True
PRF009498,EMP02189,2025-H1,2025-06-30,3.36,4.0,3,2,75.5,3.18,True
PRF009499,EMP02190,2024-H2,2024-12-31,3.22,3.0,4,2,53.9,3.67,False
PRF009500,EMP02190,2025-H1,2025-06-30,3.4,3.0,4,3,66.5,2.76,True
PRF009501,EMP02191,2023-H1,2023-06-30,2.81,3.0,7,4,58.3,2.36,True
PRF009502,EMP02191,2023-H2,2023-12-31,2.65,2.0,7,5,67.5,2.17,False
PRF009503,EMP02191,2024-H1,2024-06-30,2.48,3.0,7,4,53.6,2.79,True
PRF009504,EMP02191,2024-H2,2024-12-31,2.71,3.0,6,2,35.8,2.53,False
PRF009505,EMP02191,2025-H1,2025-06-30,2.67,3.0,7,4,50.9,3.33,True
PRF009506,EMP02192,2024-H2,2024-12-31,2.85,3.0,6,3,48.6,2.7,True
PRF009507,EMP02192,2025-H1,2025-06-30,3.09,3.0,4,2,56.8,1.98,True
PRF009508,EMP02193,2023-H1,2023-06-30,3.79,4.0,5,4,72.9,4.43,False
PRF009509,EMP02193,2023-H2,2023-12-31,3.75,4.0,4,3,65.4,3.42,False
PRF009510,EMP02193,2024-H1,2024-06-30,3.76,3.0,3,2,69.0,3.43,True
PRF009511,EMP02193,2024-H2,2024-12-31,3.96,4.0,7,5,66.5,3.99,True
PRF009512,EMP02193,2025-H1,2025-06-30,4.17,4.0,6,6,98.4,3.33,True
PRF009513,EMP02194,2023-H1,2023-06-30,3.41,4.0,7,4,61.4,3.6,True
PRF009514,EMP02194,2023-H2,2023-12-31,3.48,4.0,3,2,58.6,3.8,True
PRF009515,EMP02194,2024-H1,2024-06-30,3.43,3.0,6,4,63.8,3.69,True
PRF009516,EMP02194,2024-H2,2024-12-31,3.59,3.0,4,3,75.4,3.56,True
PRF009517,EMP02194,2025-H1,2025-06-30,3.65,3.0,5,4,90.0,3.78,True
PRF009518,EMP02195,2023-H1,2023-06-30,3.68,4.0,4,3,67.0,4.4,True
PRF009519,EMP02195,2023-H2,2023-12-31,3.76,4.0,4,3,70.6,3.03,True
PRF009520,EMP02195,2024-H1,2024-06-30,3.89,4.0,4,3,78.8,4.25,False
PRF009521,EMP02195,2024-H2,2024-12-31,4.09,4.0,6,5,81.3,4.12,True
PRF009522,EMP02195,2025-H1,2025-06-30,4.22,4.0,3,2,79.5,3.88,True
PRF009523,EMP02196,2023-H1,2023-06-30,2.9,2.0,5,3,69.8,3.63,True
PRF009524,EMP02196,2023-H2,2023-12-31,3.12,3.0,4,3,70.8,3.88,True
PRF009525,EMP02196,2024-H1,2024-06-30,3.17,3.0,3,2,57.9,2.36,False
PRF009526,EMP02196,2024-H2,2024-12-31,3.3,3.0,5,4,70.2,3.98,True
PRF009527,EMP02196,2025-H1,2025-06-30,3.25,3.0,3,2,71.0,3.42,False
PRF009528,EMP02197,2023-H1,2023-06-30,3.05,3.0,6,4,69.3,2.77,True
PRF009529,EMP02197,2023-H2,2023-12-31,3.12,2.0,4,2,50.0,3.07,True
PRF009530,EMP02197,2024-H1,2024-06-30,3.24,3.0,7,5,73.9,2.91,True
PRF009531,EMP02197,2024-H2,2024-12-31,3.4,3.0,6,4,73.4,4.06,True
PRF009532,EMP02197,2025-H1,2025-06-30,3.58,4.0,5,4,77.5,3.68,False
PRF009533,EMP02198,2023-H1,2023-06-30,3.53,3.0,6,4,70.5,3.6,True
PRF009534,EMP02198,2023-H2,2023-12-31,3.9,4.0,4,3,83.5,3.76,True
PRF009535,EMP02198,2024-H1,2024-06-30,3.99,4.0,3,2,75.9,4.76,True
PRF009536,EMP02198,2024-H2,2024-12-31,3.94,4.0,4,3,75.1,3.3,True
PRF009537,EMP02198,2025-H1,2025-06-30,3.98,5.0,3,2,79.5,4.65,False
PRF009538,EMP02199,2023-H1,2023-06-30,3.0,3.0,4,2,48.1,3.36,False
PRF009539,EMP02199,2023-H2,2023-12-31,2.97,3.0,5,3,55.6,2.27,True
PRF009540,EMP02199,2024-H1,2024-06-30,3.28,3.0,7,5,70.3,3.26,True
PRF009541,EMP02199,2024-H2,2024-12-31,3.54,4.0,6,4,67.4,4.02,True
PRF009542,EMP02199,2025-H1,2025-06-30,3.55,4.0,6,5,82.9,3.96,False
PRF009543,EMP02200,2023-H1,2023-06-30,3.65,4.0,4,3,78.3,3.78,True
PRF009544,EMP02200,2023-H2,2023-12-31,3.63,3.0,6,5,78.5,4.52,True
PRF009545,EMP02200,2024-H1,2024-06-30,3.87,4.0,6,4,70.6,3.44,True
PRF009546,EMP02200,2024-H2,2024-12-31,4.02,4.0,3,3,93.8,4.49,True
PRF009547,EMP02200,2025-H1,2025-06-30,4.06,4.0,3,3,84.9,3.65,False
PRF009548,EMP02201,2023-H2,2023-12-31,3.69,4.0,7,5,68.8,4.04,True
PRF009549,EMP02201,2024-H1,2024-06-30,3.83,4.0,5,4,75.6,3.54,False
PRF009550,EMP02201,2024-H2,2024-12-31,3.67,3.0,6,4,66.6,4.37,True
PRF009551,EMP02201,2025-H1,2025-06-30,3.69,4.0,7,5,73.0,2.79,False
PRF009552,EMP02202,2023-H1,2023-06-30,3.59,4.0,7,5,67.3,3.06,True
PRF009553,EMP02202,2023-H2,2023-12-31,3.53,4.0,7,5,77.4,2.91,True
PRF009554,EMP02202,2024-H1,2024-06-30,3.71,4.0,5,3,51.9,3.06,True
PRF009555,EMP02202,2024-H2,2024-12-31,3.84,4.0,4,3,65.0,3.83,False
PRF009556,EMP02202,2025-H1,2025-06-30,4.03,4.0,5,5,95.6,4.82,True
PRF009557,EMP02203,2023-H1,2023-06-30,3.4,3.0,3,2,63.4,4.18,True
PRF009558,EMP02203,2023-H2,2023-12-31,3.28,4.0,7,5,70.5,3.09,True
PRF009559,EMP02203,2024-H1,2024-06-30,3.42,4.0,4,3,79.4,2.93,True
PRF009560,EMP02203,2024-H2,2024-12-31,3.36,3.0,7,5,64.6,2.88,False
PRF009561,EMP02203,2025-H1,2025-06-30,3.6,,5,4,71.5,3.62,True
PRF009562,EMP02204,2023-H1,2023-06-30,2.35,3.0,7,3,47.0,2.31,False
PRF009563,EMP02204,2023-H2,2023-12-31,2.41,2.0,5,2,47.9,2.05,False
PRF009564,EMP02204,2024-H1,2024-06-30,2.48,3.0,6,3,42.1,1.56,True
PRF009565,EMP02204,2024-H2,2024-12-31,2.45,3.0,6,2,40.5,2.69,True
PRF009566,EMP02204,2025-H1,2025-06-30,2.62,2.0,5,3,55.0,2.58,True
PRF009567,EMP02205,2023-H1,2023-06-30,3.67,4.0,6,4,64.1,3.9,True
PRF009568,EMP02205,2023-H2,2023-12-31,3.75,4.0,3,2,77.5,3.49,True
PRF009569,EMP02205,2024-H1,2024-06-30,3.97,3.0,7,5,69.5,3.36,True
PRF009570,EMP02205,2024-H2,2024-12-31,4.04,5.0,4,3,81.9,3.63,True
PRF009571,EMP02205,2025-H1,2025-06-30,3.95,4.0,6,5,76.5,4.38,True
PRF009572,EMP02206,2023-H1,2023-06-30,3.51,4.0,7,4,54.8,3.18,True
PRF009573,EMP02206,2023-H2,2023-12-31,3.72,4.0,3,2,77.2,3.94,True
PRF009574,EMP02206,2024-H1,2024-06-30,3.81,4.0,4,2,62.1,2.75,True
PRF009575,EMP02206,2024-H2,2024-12-31,3.96,4.0,3,3,83.4,4.46,True
PRF009576,EMP02206,2025-H1,2025-06-30,4.13,5.0,6,5,79.2,3.37,True
PRF009577,EMP02207,2023-H1,2023-06-30,3.09,3.0,3,2,57.5,3.52,True
PRF009578,EMP02207,2023-H2,2023-12-31,3.25,3.0,5,3,66.3,2.59,True
PRF009579,EMP02207,2024-H1,2024-06-30,3.03,3.0,7,4,60.6,3.35,False
PRF009580,EMP02207,2024-H2,2024-12-31,3.23,4.0,3,2,63.4,2.41,True
PRF009581,EMP02207,2025-H1,2025-06-30,3.36,4.0,7,4,56.8,3.27,True
PRF009582,EMP02208,2023-H1,2023-06-30,2.78,3.0,4,2,62.4,3.16,True
PRF009583,EMP02208,2023-H2,2023-12-31,2.78,3.0,4,2,53.0,3.4,False
PRF009584,EMP02208,2024-H1,2024-06-30,3.03,3.0,6,4,62.2,2.69,True
PRF009585,EMP02208,2024-H2,2024-12-31,3.15,2.0,7,4,60.6,2.7,False
PRF009586,EMP02208,2025-H1,2025-06-30,3.17,3.0,4,3,80.1,3.23,True
PRF009587,EMP02209,2023-H1,2023-06-30,3.61,3.0,4,3,68.8,4.42,False
PRF009588,EMP02209,2023-H2,2023-12-31,3.6,3.0,7,5,70.5,4.12,False
PRF009589,EMP02209,2024-H1,2024-06-30,3.8,4.0,4,3,71.3,3.55,True
PRF009590,EMP02209,2024-H2,2024-12-31,3.92,4.0,3,2,78.1,3.54,False
PRF009591,EMP02209,2025-H1,2025-06-30,3.81,4.0,3,3,83.9,3.61,True
PRF009592,EMP02210,2024-H1,2024-06-30,3.77,4.0,7,6,81.8,3.3,True
PRF009593,EMP02210,2024-H2,2024-12-31,3.88,3.0,3,2,78.0,3.67,True
PRF009594,EMP02210,2025-H1,2025-06-30,4.05,4.0,4,3,85.6,3.5,True
PRF009595,EMP02211,2023-H1,2023-06-30,3.18,3.0,6,4,64.3,2.74,True
PRF009596,EMP02211,2023-H2,2023-12-31,3.27,3.0,4,3,75.3,3.16,True
PRF009597,EMP02211,2024-H1,2024-06-30,3.27,3.0,4,2,56.6,2.49,True
PRF009598,EMP02211,2024-H2,2024-12-31,3.36,3.0,5,3,62.7,2.89,False
PRF009599,EMP02211,2025-H1,2025-06-30,3.57,3.0,5,4,75.3,3.46,True
PRF009600,EMP02212,2023-H1,2023-06-30,3.2,4.0,7,5,73.8,3.43,True
PRF009601,EMP02212,2023-H2,2023-12-31,3.15,3.0,7,3,45.6,3.29,True
PRF009602,EMP02212,2024-H1,2024-06-30,3.14,4.0,6,4,63.5,2.71,False
PRF009603,EMP02212,2024-H2,2024-12-31,3.27,3.0,5,3,53.5,3.37,True
PRF009604,EMP02212,2025-H1,2025-06-30,3.57,4.0,4,3,77.8,3.46,True
PRF009605,EMP02213,2023-H1,2023-06-30,3.84,4.0,7,5,72.6,3.9,True
PRF009606,EMP02213,2023-H2,2023-12-31,3.77,4.0,3,2,65.9,2.36,True
PRF009607,EMP02213,2024-H1,2024-06-30,3.77,4.0,3,3,85.0,3.45,True
PRF009608,EMP02213,2024-H2,2024-12-31,3.97,5.0,3,2,79.4,4.16,False
PRF009609,EMP02213,2025-H1,2025-06-30,3.9,4.0,7,5,73.7,4.71,False
PRF009610,EMP02214,2023-H1,2023-06-30,2.67,3.0,4,2,50.6,2.77,False
PRF009611,EMP02214,2023-H2,2023-12-31,2.88,2.0,5,4,73.3,3.24,True
PRF009612,EMP02214,2024-H1,2024-06-30,2.83,2.0,7,4,52.6,2.63,True
PRF009613,EMP02214,2024-H2,2024-12-31,3.01,3.0,4,2,62.1,3.37,False
PRF009614,EMP02214,2025-H1,2025-06-30,2.98,3.0,4,2,45.0,3.14,True
PRF009615,EMP02215,2023-H1,2023-06-30,3.6,4.0,4,2,56.6,3.77,True
PRF009616,EMP02215,2023-H2,2023-12-31,3.75,4.0,4,2,61.4,3.64,True
PRF009617,EMP02215,2024-H1,2024-06-30,3.91,,7,6,78.9,4.23,False
PRF009618,EMP02215,2024-H2,2024-12-31,4.1,4.0,3,3,89.0,4.71,False
PRF009619,EMP02215,2025-H1,2025-06-30,4.41,5.0,6,5,88.7,4.42,True
PRF009620,EMP02216,2023-H1,2023-06-30,3.72,4.0,5,3,66.5,4.41,True
PRF009621,EMP02216,2023-H2,2023-12-31,3.8,4.0,5,4,75.8,3.35,True
PRF009622,EMP02216,2024-H1,2024-06-30,4.12,4.0,4,4,92.1,3.96,True
PRF009623,EMP02216,2024-H2,2024-12-31,4.17,4.0,5,4,81.1,3.46,True
PRF009624,EMP02216,2025-H1,2025-06-30,4.18,3.0,4,4,99.1,4.82,False
PRF009625,EMP02217,2023-H1,2023-06-30,3.65,4.0,4,3,79.3,3.12,False
PRF009626,EMP02217,2023-H2,2023-12-31,3.53,4.0,6,5,75.0,3.24,False
PRF009627,EMP02217,2024-H1,2024-06-30,3.66,3.0,3,2,69.1,3.49,True
PRF009628,EMP02217,2024-H2,2024-12-31,3.67,3.0,5,3,68.4,3.37,True
PRF009629,EMP02217,2025-H1,2025-06-30,3.6,4.0,6,4,64.3,3.69,True
PRF009630,EMP02218,2024-H1,2024-06-30,4.11,,7,6,84.9,4.52,True
PRF009631,EMP02218,2024-H2,2024-12-31,4.11,5.0,4,4,94.8,3.88,False
PRF009632,EMP02218,2025-H1,2025-06-30,4.26,5.0,3,2,73.4,3.87,True
PRF009633,EMP02219,2023-H1,2023-06-30,3.48,3.0,4,3,67.1,3.35,True
PRF009634,EMP02219,2023-H2,2023-12-31,3.51,3.0,6,4,69.5,3.34,False
PRF009635,EMP02219,2024-H1,2024-06-30,3.68,4.0,6,4,69.5,3.61,True
PRF009636,EMP02219,2024-H2,2024-12-31,3.69,5.0,3,3,85.0,3.81,True
PRF009637,EMP02219,2025-H1,2025-06-30,4.02,4.0,7,7,94.8,3.91,True
PRF009638,EMP02220,2023-H1,2023-06-30,3.67,4.0,3,2,71.7,3.66,False
PRF009639,EMP02220,2023-H2,2023-12-31,3.72,4.0,4,3,71.7,4.34,True
PRF009640,EMP02220,2024-H1,2024-06-30,3.57,3.0,5,4,83.1,2.93,False
PRF009641,EMP02220,2024-H2,2024-12-31,3.7,4.0,3,2,73.6,4.23,True
PRF009642,EMP02220,2025-H1,2025-06-30,3.93,4.0,3,2,74.1,4.27,True
PRF009643,EMP02221,2023-H1,2023-06-30,3.29,3.0,6,3,58.0,2.99,False
PRF009644,EMP02221,2023-H2,2023-12-31,3.26,4.0,5,4,80.0,4.01,False
PRF009645,EMP02221,2024-H1,2024-06-30,3.54,3.0,5,4,76.3,2.86,True
PRF009646,EMP02221,2024-H2,2024-12-31,3.87,4.0,7,6,82.5,4.87,True
PRF009647,EMP02221,2025-H1,2025-06-30,4.02,5.0,4,3,77.1,3.74,True
PRF009648,EMP02222,2023-H1,2023-06-30,3.27,4.0,6,4,71.3,3.28,False
PRF009649,EMP02222,2023-H2,2023-12-31,3.31,3.0,7,4,60.2,2.86,False
PRF009650,EMP02222,2024-H1,2024-06-30,3.21,3.0,7,5,69.6,3.48,True
PRF009651,EMP02222,2024-H2,2024-12-31,3.34,3.0,3,2,70.5,3.77,True
PRF009652,EMP02222,2025-H1,2025-06-30,3.54,4.0,4,3,67.3,3.37,True
PRF009653,EMP02223,2023-H1,2023-06-30,3.52,4.0,4,3,69.6,3.98,False
PRF009654,EMP02223,2023-H2,2023-12-31,3.54,3.0,5,4,75.9,3.77,False
PRF009655,EMP02223,2024-H1,2024-06-30,3.59,4.0,6,5,81.8,3.68,False
PRF009656,EMP02223,2024-H2,2024-12-31,3.57,3.0,7,6,78.6,3.42,False
PRF009657,EMP02223,2025-H1,2025-06-30,3.7,4.0,4,3,68.3,2.61,False
PRF009658,EMP02224,2023-H1,2023-06-30,3.08,3.0,5,3,63.8,3.0,True
PRF009659,EMP02224,2023-H2,2023-12-31,3.16,3.0,6,4,68.2,2.98,False
PRF009660,EMP02224,2024-H1,2024-06-30,3.06,3.0,5,3,59.9,2.82,False
PRF009661,EMP02224,2024-H2,2024-12-31,3.11,3.0,6,4,69.6,3.42,False
PRF009662,EMP02224,2025-H1,2025-06-30,3.24,,4,3,72.2,3.38,True
PRF009663,EMP02225,2023-H1,2023-06-30,1.74,2.0,4,2,40.0,2.0,False
PRF009664,EMP02225,2023-H2,2023-12-31,1.97,2.0,7,3,36.5,1.34,True
PRF009665,EMP02225,2024-H1,2024-06-30,2.03,2.0,6,3,44.8,2.16,True
PRF009666,EMP02225,2024-H2,2024-12-31,2.13,2.0,4,2,49.0,2.54,True
PRF009667,EMP02225,2025-H1,2025-06-30,2.13,2.0,5,2,47.8,2.42,True
PRF009668,EMP02226,2023-H1,2023-06-30,2.99,3.0,3,2,55.9,2.59,True
PRF009669,EMP02226,2023-H2,2023-12-31,3.05,3.0,5,3,67.8,2.57,True
PRF009670,EMP02226,2024-H1,2024-06-30,2.98,3.0,3,1,41.2,2.66,True
PRF009671,EMP02226,2024-H2,2024-12-31,2.86,2.0,6,4,58.8,2.84,True
PRF009672,EMP02226,2025-H1,2025-06-30,3.07,3.0,4,3,65.8,3.11,False
PRF009673,EMP02227,2023-H1,2023-06-30,3.77,4.0,3,2,61.5,3.63,True
PRF009674,EMP02227,2023-H2,2023-12-31,3.83,4.0,7,6,80.6,3.51,True
PRF009675,EMP02227,2024-H1,2024-06-30,4.13,4.0,7,6,84.9,4.64,True
PRF009676,EMP02227,2024-H2,2024-12-31,4.13,5.0,3,2,72.4,3.64,False
PRF009677,EMP02227,2025-H1,2025-06-30,4.32,4.0,4,4,87.6,4.82,True
PRF009678,EMP02228,2023-H1,2023-06-30,3.2,3.0,3,2,63.2,3.05,False
PRF009679,EMP02228,2023-H2,2023-12-31,3.26,3.0,5,3,68.8,3.57,True
PRF009680,EMP02228,2024-H1,2024-06-30,3.37,4.0,5,3,62.2,3.87,True
PRF009681,EMP02228,2024-H2,2024-12-31,3.19,3.0,3,2,61.7,3.01,False
PRF009682,EMP02228,2025-H1,2025-06-30,3.47,3.0,4,3,67.7,4.7,True
PRF009683,EMP02229,2024-H1,2024-06-30,2.69,3.0,4,2,45.8,3.1,True
PRF009684,EMP02229,2024-H2,2024-12-31,2.76,3.0,4,2,52.8,2.36,False
PRF009685,EMP02229,2025-H1,2025-06-30,2.94,2.0,5,3,63.6,2.5,True
PRF009686,EMP02230,2025-H1,2025-06-30,3.84,4.0,6,5,87.1,2.95,True
PRF009687,EMP02231,2023-H1,2023-06-30,3.65,4.0,5,4,74.0,2.95,False
PRF009688,EMP02231,2023-H2,2023-12-31,3.58,,3,2,78.7,3.77,False
PRF009689,EMP02231,2024-H1,2024-06-30,3.77,4.0,3,2,59.3,3.51,True
PRF009690,EMP02231,2024-H2,2024-12-31,3.89,4.0,4,3,74.2,4.53,True
PRF009691,EMP02231,2025-H1,2025-06-30,3.75,3.0,5,3,67.6,3.88,False
PRF009692,EMP02232,2024-H1,2024-06-30,3.19,4.0,6,4,67.8,3.86,False
PRF009693,EMP02232,2024-H2,2024-12-31,3.12,3.0,3,2,62.5,3.25,True
PRF009694,EMP02232,2025-H1,2025-06-30,3.27,3.0,4,3,78.8,3.28,True
PRF009695,EMP02233,2024-H1,2024-06-30,2.59,3.0,6,3,56.8,3.33,True
PRF009696,EMP02233,2024-H2,2024-12-31,2.6,3.0,6,3,44.1,2.27,False
PRF009697,EMP02233,2025-H1,2025-06-30,2.71,4.0,7,3,44.9,2.95,True
PRF009698,EMP02234,2023-H1,2023-06-30,3.42,3.0,6,5,77.9,3.51,False
PRF009699,EMP02234,2023-H2,2023-12-31,3.88,4.0,5,4,72.3,5.0,True
PRF009700,EMP02234,2024-H1,2024-06-30,3.92,4.0,6,5,79.1,4.79,True
PRF009701,EMP02234,2024-H2,2024-12-31,4.14,,5,4,88.8,4.2,True
PRF009702,EMP02234,2025-H1,2025-06-30,4.23,4.0,3,3,84.4,4.27,True
PRF009703,EMP02235,2023-H1,2023-06-30,3.58,2.0,7,6,85.1,2.87,False
PRF009704,EMP02235,2023-H2,2023-12-31,3.56,4.0,5,4,80.9,3.06,False
PRF009705,EMP02235,2024-H1,2024-06-30,3.69,4.0,6,5,82.6,3.14,False
PRF009706,EMP02235,2024-H2,2024-12-31,3.62,4.0,7,5,73.8,3.82,False
PRF009707,EMP02235,2025-H1,2025-06-30,3.57,4.0,3,3,85.3,3.19,False
PRF009708,EMP02236,2023-H2,2023-12-31,2.94,3.0,6,3,56.7,3.09,False
PRF009709,EMP02236,2024-H1,2024-06-30,2.89,3.0,6,3,50.2,2.68,False
PRF009710,EMP02236,2024-H2,2024-12-31,2.85,3.0,6,4,60.0,2.69,False
PRF009711,EMP02236,2025-H1,2025-06-30,3.16,4.0,4,2,60.1,3.23,True
PRF009712,EMP02237,2023-H1,2023-06-30,2.59,3.0,5,2,48.3,1.9,False
PRF009713,EMP02237,2023-H2,2023-12-31,2.85,3.0,6,4,60.3,2.04,True
PRF009714,EMP02237,2024-H1,2024-06-30,3.04,4.0,5,3,53.1,3.09,False
PRF009715,EMP02237,2024-H2,2024-12-31,3.27,3.0,4,2,56.9,2.66,True
PRF009716,EMP02237,2025-H1,2025-06-30,3.34,4.0,3,2,74.8,3.78,False
PRF009717,EMP02238,2024-H2,2024-12-31,3.0,3.0,7,4,58.4,2.46,True
PRF009718,EMP02238,2025-H1,2025-06-30,2.94,3.0,5,4,71.5,3.45,False
PRF009719,EMP02239,2023-H1,2023-06-30,3.27,3.0,6,4,71.7,2.91,True
PRF009720,EMP02239,2023-H2,2023-12-31,3.48,4.0,3,2,75.7,4.09,True
PRF009721,EMP02239,2024-H1,2024-06-30,3.47,3.0,7,5,70.1,3.57,True
PRF009722,EMP02239,2024-H2,2024-12-31,3.37,3.0,4,3,74.4,3.62,False
PRF009723,EMP02239,2025-H1,2025-06-30,3.44,4.0,4,3,70.8,3.11,False
PRF009724,EMP02240,2023-H1,2023-06-30,2.88,3.0,3,2,56.5,2.37,True
PRF009725,EMP02240,2023-H2,2023-12-31,3.15,3.0,6,3,55.3,3.13,True
