employee_id,department,country,job_level,gender,age,hire_date,tenure_days_as_of_2025_06_30,annual_salary_usd,manager_id,is_remote,employment_status
EMP01743,Sales,Germany,Individual Contributor,Male,24,2023-03-18,835,49400.0,EMP00271,False,Active
EMP01744,Operations,USA,Team Lead,Male,30,2023-06-27,734,85500.0,EMP02752,True,Active
EMP01745,Customer Support,India,Senior IC,Male,25,2023-09-26,643,32000.0,EMP01257,False,Active
EMP01746,Customer Support,India,Individual Contributor,Male,21,2024-09-23,280,28900.0,EMP01653,True,Active
EMP01747,Customer Support,India,Team Lead,Male,28,2021-06-09,1482,41300.0,EMP01059,False,Active
EMP01748,Engineering,USA,Manager,Male,27,2023-08-05,695,129800.0,EMP03493,False,Active
EMP01749,Engineering,USA,Team Lead,Male,23,2023-04-16,806,90000.0,EMP01919,False,Active
EMP01750,Engineering,UAE,Senior IC,Female,27,2022-10-24,980,63500.0,EMP02226,False,Active
EMP01751,Customer Support,India,Team Lead,Female,29,2020-12-25,1648,43000.0,EMP01815,True,Active
EMP01752,Sales,USA,Individual Contributor,Female,28,2021-11-02,1336,56700.0,EMP01075,True,Active
EMP01753,Operations,USA,Team Lead,Male,33,2021-12-15,1293,97500.0,EMP02032,False,Active
EMP01754,Customer Support,UAE,Manager,Female,21,2025-02-25,125,98200.0,EMP02757,False,Active
EMP01755,Engineering,Brazil,Individual Contributor,Female,38,2019-10-02,2098,24700.0,EMP00353,False,Active
EMP01756,Engineering,UAE,Individual Contributor,Male,33,2016-11-28,3136,48700.0,EMP00559,False,Active
EMP01757,Sales,India,Individual Contributor,Male,30,2022-01-09,1268,27400.0,EMP00598,True,Active
EMP01758,Operations,Germany,Individual Contributor,Female,26,2024-03-26,461,50500.0,EMP03272,False,Active
EMP01759,Operations,Germany,Individual Contributor,Female,21,2023-06-12,749,57300.0,EMP02012,True,Active
EMP01760,Operations,USA,Individual Contributor,Male,22,2024-03-08,479,62900.0,EMP01194,False,Active
EMP01761,Engineering,India,Senior IC,Female,30,2017-07-20,2902,38300.0,EMP00688,True,Terminated
EMP01762,Sales,India,Individual Contributor,Male,31,2023-04-20,802,25300.0,EMP02387,False,Terminated
EMP01763,Sales,USA,Individual Contributor,Female,23,2021-11-29,1309,49900.0,EMP01819,False,Active
EMP01764,Sales,Canada,Team Lead,Female,24,2022-11-22,951,82700.0,EMP02185,True,Active
EMP01765,Sales,Germany,Individual Contributor,Male,30,2021-02-14,1597,55900.0,EMP02485,False,Active
EMP01766,Sales,USA,Senior IC,Female,28,2023-12-08,570,62600.0,EMP00357,True,Active
EMP01767,Operations,Germany,Team Lead,Male,30,2022-01-03,1274,89000.0,EMP02369,False,Terminated
EMP01768,Sales,UAE,Director,Female,23,2023-04-14,808,139600.0,,True,Active
EMP01769,Sales,Canada,Senior IC,Female,24,2019-04-01,2282,55600.0,EMP00985,False,Active
EMP01770,Operations,India,Individual Contributor,Female,27,2025-02-10,140,27400.0,EMP01087,False,Active
EMP01771,Customer Support,Canada,Individual Contributor,Male,33,2023-02-04,877,51500.0,EMP02056,False,Active
EMP01772,Customer Support,UAE,Senior Manager,Female,29,2019-08-20,2141,108900.0,EMP01327,False,Active
EMP01773,Customer Support,UAE,Team Lead,Female,25,2020-01-29,1979,67800.0,EMP03257,False,Active
EMP01774,Operations,UAE,Team Lead,Female,24,2024-09-02,301,84200.0,EMP00362,False,Active
EMP01775,Customer Support,Germany,Team Lead,Male,31,2020-06-18,1838,77500.0,EMP00607,False,Active
EMP01776,Engineering,Brazil,Individual Contributor,Female,25,2024-01-19,528,31500.0,EMP02827,True,Active
EMP01777,Customer Support,India,Senior IC,Male,32,2023-09-07,662,31400.0,EMP02371,False,Active
EMP01778,Engineering,Brazil,Team Lead,Male,34,2019-11-05,2064,48400.0,EMP03024,True,Active
EMP01779,Engineering,USA,Manager,Male,28,2023-02-18,863,112600.0,EMP00083,True,Active
EMP01780,Engineering,Brazil,Individual Contributor,Male,21,2024-09-22,281,30800.0,EMP00496,False,Active
EMP01781,Sales,Canada,Senior IC,Female,23,2024-05-04,422,72800.0,EMP02929,False,Active
EMP01782,Customer Support,Germany,Individual Contributor,Male,25,2022-05-15,1142,47100.0,EMP02834,False,Active
EMP01783,Sales,Canada,Senior Manager,Male,24,2023-03-11,842,122900.0,EMP02890,False,Active
EMP01784,Sales,Germany,Individual Contributor,Female,28,2023-03-23,830,44900.0,EMP03146,False,Active
EMP01785,Sales,USA,Team Lead,Male,30,2021-03-05,1578,79800.0,EMP00819,False,Active
EMP01786,Operations,USA,Individual Contributor,Female,22,2021-09-10,1389,52600.0,EMP00363,True,Active
EMP01787,Engineering,UAE,Senior IC,Male,30,2023-01-24,888,63800.0,EMP01043,False,Active
EMP01788,Customer Support,India,Senior IC,Male,30,2020-01-07,2001,40500.0,EMP03496,True,Active
EMP01789,Operations,Germany,Individual Contributor,Male,30,2021-02-23,1588,57900.0,EMP01805,True,Active
EMP01790,Sales,India,Manager,Female,31,2021-11-06,1332,50800.0,EMP00014,False,Active
EMP01791,Customer Support,Germany,Manager,Male,23,2023-06-17,744,102200.0,EMP02599,True,Active
EMP01792,Engineering,India,Manager,Male,36,2019-06-10,2212,56200.0,EMP02943,True,Active
EMP01793,Sales,UAE,Individual Contributor,Female,26,2023-03-30,823,48400.0,EMP00457,False,Active
EMP01794,Customer Support,Brazil,Team Lead,Male,33,2023-02-01,880,46200.0,EMP01944,True,Active
EMP01795,Operations,Brazil,Senior IC,Male,29,2017-06-08,2944,39200.0,EMP02606,False,Active
EMP01796,Sales,India,Senior IC,Male,32,2023-12-27,551,35400.0,EMP03341,False,Active
EMP01797,Engineering,Canada,Senior IC,Non-binary,22,2024-01-02,545,63900.0,EMP02109,False,Active
EMP01798,Sales,USA,Senior IC,Female,37,2023-01-06,906,72700.0,EMP01191,False,Active
EMP01799,Engineering,USA,Individual Contributor,Female,22,2024-03-29,458,54700.0,EMP03191,False,Active
EMP01800,Customer Support,USA,Individual Contributor,Female,30,2024-03-19,468,53400.0,EMP01264,False,Active
EMP01801,Customer Support,India,Individual Contributor,Female,31,2017-08-02,2889,24000.0,EMP02217,True,Active
EMP01802,Customer Support,India,Individual Contributor,Female,30,2023-01-17,895,28200.0,EMP02940,False,Active
EMP01803,Sales,Brazil,Individual Contributor,Male,28,2021-10-06,1363,30000.0,EMP01828,False,Active
EMP01804,Customer Support,Germany,Individual Contributor,Female,21,2024-08-06,328,58000.0,EMP02476,False,Active
EMP01805,Customer Support,USA,Team Lead,Male,21,2024-02-03,513,92400.0,EMP02941,True,Active
EMP01806,Customer Support,India,Senior IC,Female,43,2016-11-17,3147,34600.0,EMP02077,False,Active
EMP01807,Sales,Canada,Individual Contributor,Female,26,2024-03-26,461,45600.0,EMP01451,False,Active
EMP01808,Engineering,Germany,Team Lead,Male,21,2021-09-06,1393,82200.0,EMP02250,False,Active
EMP01809,Engineering,USA,Manager,Male,26,2025-05-04,57,114100.0,EMP01404,True,Active
EMP01810,Sales,Germany,Manager,Female,28,2024-08-29,305,97800.0,EMP02374,True,Active
EMP01811,Sales,Germany,Manager,Male,24,2023-01-27,885,88000.0,EMP00287,False,Active
EMP01812,Engineering,USA,Director,Male,27,2020-02-16,1961,162300.0,,False,Active
EMP01813,Customer Support,Germany,Senior IC,Female,27,2022-06-29,1097,68300.0,EMP01652,False,Active
EMP01814,Sales,India,Senior Manager,Male,32,2022-11-29,944,68700.0,EMP00433,False,Active
EMP01815,Operations,Germany,Senior Manager,Male,29,2020-11-29,1674,109200.0,EMP02547,True,Active
EMP01816,Engineering,Germany,Individual Contributor,Female,34,2022-01-16,1261,51500.0,EMP00638,False,Active
EMP01817,Customer Support,USA,Manager,Male,30,2024-11-09,233,111200.0,EMP01747,False,Active
EMP01818,Engineering,Canada,Team Lead,Male,26,2022-08-19,1046,75200.0,EMP00627,False,Active
EMP01819,Engineering,Germany,Team Lead,Male,21,2023-06-05,756,78100.0,EMP03226,False,Active
EMP01820,Customer Support,Germany,Manager,Male,26,2022-12-25,918,93900.0,EMP02947,True,Active
EMP01821,Operations,USA,Individual Contributor,Male,29,2023-06-21,740,55800.0,EMP00002,True,Active
EMP01822,Engineering,India,Individual Contributor,Female,28,2022-08-09,1056,28800.0,EMP01377,True,Active
EMP01823,Engineering,UAE,Senior IC,Female,31,2021-08-05,1425,67700.0,EMP03288,True,Active
EMP01824,Customer Support,USA,Team Lead,Female,29,2024-06-30,365,81600.0,EMP01711,False,Active
EMP01825,Customer Support,USA,Manager,Female,28,2023-10-13,626,107600.0,EMP02952,True,Active
EMP01826,Sales,USA,Manager,Female,28,2021-01-04,1638,90100.0,EMP00324,False,Active
EMP01827,Engineering,India,Team Lead,Male,31,2020-08-17,1778,43300.0,EMP01485,True,Active
EMP01828,Engineering,Canada,Senior Manager,Female,41,2018-04-20,2628,123600.0,EMP03059,False,Active
EMP01829,Operations,Germany,Individual Contributor,,22,2022-06-13,1113,56700.0,EMP00680,False,Active
EMP01830,Engineering,Germany,Senior Manager,Male,28,2023-11-11,597,106200.0,EMP00040,True,Active
EMP01831,Engineering,Brazil,Individual Contributor,Female,34,2023-10-05,634,26300.0,EMP02561,False,Active
EMP01832,Operations,Brazil,Senior IC,Male,23,2022-07-08,1088,39400.0,EMP00296,False,Active
EMP01833,Engineering,USA,Individual Contributor,Male,30,2024-02-04,512,48100.0,EMP01052,False,Active
EMP01834,Sales,USA,Senior IC,Female,36,2018-08-14,2512,75800.0,EMP02833,True,Active
EMP01835,Sales,Germany,Individual Contributor,Female,21,2023-06-25,736,52900.0,EMP03114,False,Active
EMP01836,Sales,Brazil,Individual Contributor,Male,34,2019-03-27,2287,25800.0,EMP00491,True,Active
EMP01837,Sales,Brazil,Senior IC,Female,25,2024-03-30,457,39400.0,EMP01739,False,Active
EMP01838,Engineering,Brazil,Team Lead,Male,27,2022-12-22,921,42300.0,EMP02757,True,Active
EMP01839,Customer Support,UAE,Individual Contributor,Male,25,2023-04-01,821,50600.0,EMP01359,False,Active
EMP01840,Customer Support,USA,Team Lead,Male,31,2024-08-15,319,91200.0,EMP01233,False,Active
EMP01841,Sales,Germany,Individual Contributor,Female,26,2023-02-12,869,47800.0,EMP01882,True,Active
EMP01842,Engineering,USA,Individual Contributor,Male,26,2022-01-20,1257,49700.0,EMP02693,False,Active
EMP01843,Sales,UAE,Individual Contributor,Female,23,2025-02-22,128,47000.0,EMP00145,False,Active
EMP01844,Operations,India,Senior IC,,27,2021-05-06,1516,39600.0,EMP00167,True,Active
EMP01845,Sales,Germany,Team Lead,Male,24,2021-11-05,1333,76800.0,EMP00395,False,Active
EMP01846,Customer Support,USA,Senior IC,Female,25,2022-08-26,1039,72100.0,EMP01195,False,Active
EMP01847,Engineering,Brazil,Manager,Female,30,2020-10-09,1725,53600.0,EMP00987,False,Active
EMP01848,Customer Support,Brazil,Senior IC,Female,31,2020-07-21,1805,43900.0,EMP01677,True,Active
EMP01849,Engineering,Brazil,Team Lead,Male,42,2013-03-05,4500,39700.0,EMP01052,True,Active
EMP01850,Customer Support,USA,Director,Female,26,2024-08-30,304,190200.0,,True,Active
EMP01851,Sales,Canada,Individual Contributor,Male,30,2017-12-16,2753,46600.0,EMP01123,False,Active
EMP01852,Operations,Brazil,Individual Contributor,Male,26,2019-12-13,2026,28600.0,EMP02927,True,Active
EMP01853,Engineering,India,Individual Contributor,Male,29,2021-11-06,1332,25700.0,EMP01080,False,Active
EMP01854,Customer Support,India,Senior IC,Male,25,2024-03-22,465,36400.0,EMP00878,False,Active
EMP01855,Operations,Canada,Senior IC,Female,26,2023-05-15,777,61200.0,EMP03024,False,Active
EMP01856,Operations,Canada,Individual Contributor,Female,27,2023-08-05,695,52100.0,EMP02282,False,Active
EMP01857,Sales,India,Manager,Male,29,2022-11-10,963,56800.0,EMP00158,False,Active
EMP01858,Sales,Germany,Senior Manager,Female,30,2020-11-23,1680,114200.0,EMP00560,False,Terminated
EMP01859,Sales,Germany,Individual Contributor,Male,30,2018-11-10,2424,53100.0,EMP00164,False,Active
EMP01860,Sales,UAE,Individual Contributor,Non-binary,30,2016-07-24,3263,44300.0,EMP02763,False,Active
EMP01861,Customer Support,India,Individual Contributor,Female,24,2023-05-11,781,26500.0,EMP02187,True,Active
EMP01862,Operations,USA,Individual Contributor,Male,31,2022-03-29,1189,61900.0,EMP03262,True,Active
EMP01863,Operations,USA,Manager,Female,24,2024-01-06,541,103400.0,EMP01154,False,Active
EMP01864,Engineering,Canada,Senior IC,Male,25,2019-10-12,2088,69800.0,EMP00157,True,Terminated
EMP01865,Customer Support,Canada,Individual Contributor,Non-binary,33,2021-09-08,1391,49800.0,EMP01572,True,Active
EMP01866,Operations,Canada,Senior IC,Male,23,2023-01-13,899,64000.0,EMP00285,True,Active
EMP01867,Operations,Germany,Individual Contributor,Male,25,2024-09-16,287,51900.0,EMP00536,False,Active
EMP01868,Sales,UAE,Individual Contributor,Female,30,2022-03-17,1201,46500.0,EMP02745,False,Active
EMP01869,Engineering,UAE,Individual Contributor,Male,28,2021-12-17,1291,41400.0,EMP01318,True,Active
EMP01870,Operations,Germany,Senior IC,Female,21,2024-12-02,210,64900.0,EMP03084,False,Active
EMP01871,Engineering,USA,Senior IC,Male,27,2024-06-24,371,68500.0,EMP01790,True,Active
EMP01872,Engineering,Canada,Manager,Female,33,2022-04-06,1181,92900.0,EMP02258,False,Active
EMP01873,Operations,USA,Individual Contributor,Female,36,2017-01-20,3083,61100.0,EMP02913,True,Active
EMP01874,Operations,India,Team Lead,Female,22,2019-05-21,2232,44900.0,EMP01585,False,Active
EMP01875,Operations,India,Individual Contributor,Female,36,2022-12-26,917,23400.0,EMP01116,False,Active
EMP01876,Customer Support,Brazil,Individual Contributor,Female,21,2023-04-04,818,28200.0,EMP02669,True,Active
EMP01877,Sales,USA,Manager,Female,22,2023-10-28,611,111300.0,EMP02903,False,Active
EMP01878,Engineering,Brazil,Team Lead,,29,2023-12-17,561,49600.0,EMP01050,False,Active
EMP01879,Engineering,USA,Individual Contributor,Male,29,2023-02-18,863,52300.0,EMP02886,False,Active
EMP01880,Engineering,UAE,Senior IC,Female,35,2015-06-06,3677,55600.0,EMP03480,False,Active
EMP01881,Engineering,USA,Team Lead,Male,24,2023-04-08,814,89300.0,EMP00679,False,Active
EMP01882,Customer Support,Brazil,Senior Manager,Female,33,2022-08-08,1057,74000.0,EMP02971,True,Active
EMP01883,Engineering,UAE,Senior IC,Male,25,2024-06-01,394,62900.0,EMP00308,True,Active
EMP01884,Customer Support,USA,Individual Contributor,Female,22,2021-03-27,1556,51300.0,EMP03102,True,Active
EMP01885,Engineering,USA,Senior IC,Male,32,2022-08-21,1044,85200.0,EMP03109,False,Active
EMP01886,Engineering,Brazil,Individual Contributor,Female,28,2023-05-14,778,28600.0,EMP03001,False,Active
EMP01887,Sales,USA,Individual Contributor,Female,30,2024-03-08,479,56100.0,EMP01227,True,Active
EMP01888,Sales,USA,Senior IC,Male,28,2023-11-24,584,70800.0,EMP03261,False,Active
EMP01889,Operations,India,Team Lead,Male,36,2023-06-22,739,46700.0,EMP01927,False,Active
EMP01890,Engineering,Canada,Individual Contributor,Male,25,2023-05-17,775,50200.0,EMP00240,True,Active
EMP01891,Sales,India,Team Lead,Female,26,2024-03-12,475,44000.0,EMP02977,True,Active
EMP01892,Customer Support,Germany,Team Lead,,30,2022-10-28,976,74400.0,EMP03180,True,Active
EMP01893,Engineering,Canada,Team Lead,Male,27,2022-02-25,1221,84800.0,EMP01055,True,Active
EMP01894,Sales,India,Individual Contributor,Female,32,2020-09-19,1745,28000.0,EMP00892,False,Active
EMP01895,Engineering,Germany,Individual Contributor,Female,21,2017-05-09,2974,54500.0,EMP01986,False,Active
EMP01896,Sales,Germany,Individual Contributor,Female,25,2024-12-08,204,50500.0,EMP01259,False,Active
EMP01897,Customer Support,Germany,Individual Contributor,Female,28,2021-10-19,1350,50100.0,EMP02228,True,Active
EMP01898,Sales,Germany,Individual Contributor,Female,26,2023-03-10,843,49700.0,EMP01292,False,Active
EMP01899,Sales,Brazil,Individual Contributor,Female,21,2025-02-02,148,34100.0,EMP00775,True,Active
EMP01900,Sales,USA,Individual Contributor,Male,30,2023-09-23,646,52800.0,EMP00827,False,Active
EMP01901,Customer Support,Brazil,Individual Contributor,Male,27,2021-01-17,1625,26100.0,EMP02280,True,Active
EMP01902,Sales,USA,Manager,Male,29,2021-06-05,1486,106000.0,EMP01510,False,Active
EMP01903,Operations,Germany,Team Lead,Male,27,2022-05-15,1142,78400.0,EMP00066,False,Active
EMP01904,Sales,USA,Individual Contributor,Female,28,2023-11-13,595,60800.0,EMP01768,True,Active
EMP01905,Customer Support,India,Senior Manager,Male,37,2018-09-13,2482,57900.0,EMP02745,False,Active
EMP01906,Engineering,Brazil,Individual Contributor,Male,26,2024-04-29,427,27500.0,EMP00552,False,Active
EMP01907,Engineering,Germany,Individual Contributor,Male,30,2023-05-06,786,51200.0,EMP00870,False,Active
EMP01908,Sales,USA,Manager,Female,28,2023-01-16,896,120300.0,EMP01259,False,Active
EMP01909,Customer Support,USA,Senior IC,Male,25,2022-10-14,990,79000.0,EMP03250,True,Active
EMP01910,Operations,UAE,Individual Contributor,Male,35,2014-03-24,4116,51500.0,EMP01227,False,Active
EMP01911,Sales,USA,Individual Contributor,Male,31,2017-10-13,2817,56700.0,EMP02932,True,Active
EMP01912,Sales,Brazil,Senior IC,Male,31,2021-07-08,1453,38400.0,EMP02355,False,Active
EMP01913,Operations,Germany,Senior IC,Male,28,2022-08-15,1050,72900.0,EMP03480,True,Active
EMP01914,Engineering,USA,Individual Contributor,Male,24,2022-08-24,1041,49200.0,EMP02020,False,Active
EMP01915,Sales,Brazil,Senior IC,Male,28,2020-10-28,1706,33700.0,EMP01105,False,Active
EMP01916,Sales,India,Individual Contributor,Male,24,2019-07-12,2180,28500.0,EMP02489,False,Active
EMP01917,Customer Support,USA,Senior IC,Male,25,2024-05-08,418,76000.0,EMP00325,False,Active
EMP01918,Customer Support,Canada,Individual Contributor,Female,33,2017-04-21,2992,51700.0,EMP02721,True,Active
EMP01919,Customer Support,USA,Manager,Male,36,2021-08-25,1405,101800.0,EMP00831,False,Active
EMP01920,Operations,Germany,Team Lead,,32,2023-08-08,692,90300.0,EMP02319,False,Active
EMP01921,Engineering,Germany,Individual Contributor,Female,23,2022-11-24,949,53100.0,EMP02019,False,Active
EMP01922,Engineering,India,Team Lead,Female,29,2021-07-04,1457,42800.0,EMP00859,True,Active
EMP01923,Engineering,UAE,Individual Contributor,Male,30,2021-05-17,1505,46400.0,EMP01677,False,Active
EMP01924,Engineering,USA,Individual Contributor,Female,25,2024-03-06,481,56700.0,EMP01753,False,Active
EMP01925,Sales,Canada,Senior IC,Female,27,2022-09-22,1012,60500.0,EMP02666,True,Active
EMP01926,Sales,India,Senior IC,Female,26,2022-02-28,1218,34600.0,EMP01608,False,Active
EMP01927,Engineering,Canada,Team Lead,Male,38,2019-06-20,2202,80100.0,EMP00200,False,Active
EMP01928,Customer Support,UAE,Senior Manager,Male,29,2019-01-16,2357,108300.0,EMP00269,False,Active
EMP01929,Sales,Canada,Individual Contributor,Non-binary,27,2024-06-18,377,42400.0,EMP02308,True,Active
EMP01930,Engineering,India,Individual Contributor,Female,21,2022-07-08,1088,27000.0,EMP03131,False,Active
EMP01931,Customer Support,Germany,Senior IC,Female,30,2023-09-05,664,72800.0,EMP01502,True,Terminated
EMP01932,Customer Support,India,Individual Contributor,Male,33,2021-07-27,1434,28700.0,EMP00332,True,Active
EMP01933,Customer Support,India,Individual Contributor,Female,31,2014-08-01,3986,27500.0,EMP00612,True,Active
EMP01934,Customer Support,Germany,Senior Manager,Non-binary,28,2019-12-03,2036,132000.0,EMP03407,True,Active
EMP01935,Customer Support,Brazil,Manager,Male,30,2021-05-01,1521,61500.0,EMP02443,False,Active
EMP01936,Sales,USA,Senior Manager,Male,30,2020-07-12,1814,136600.0,EMP00116,True,Active
EMP01937,Engineering,UAE,Individual Contributor,Female,34,2018-02-18,2689,37900.0,EMP00925,True,Active
EMP01938,Customer Support,USA,Individual Contributor,Female,29,2020-03-30,1918,60300.0,EMP02541,False,Active
EMP01939,Sales,Canada,Senior IC,Male,33,2024-04-21,435,60400.0,EMP02211,False,Active
EMP01940,Sales,USA,Senior Manager,Female,30,2016-11-28,3136,123400.0,EMP01009,False,Active
EMP01941,Sales,USA,Individual Contributor,Male,38,2022-04-22,1165,50300.0,EMP02415,False,Active
EMP01942,Engineering,UAE,Individual Contributor,Male,33,2021-09-04,1395,54700.0,EMP03169,True,Active
EMP01943,Engineering,UAE,Individual Contributor,Female,34,2019-01-17,2356,47200.0,EMP03152,False,Active
EMP01944,Sales,Brazil,Team Lead,Female,31,2014-12-01,3864,42900.0,EMP02887,False,Active
EMP01945,Operations,Canada,Team Lead,Male,30,2023-05-08,784,73700.0,EMP01243,True,Active
EMP01946,Operations,USA,Team Lead,Female,33,2019-04-10,2273,89700.0,EMP00086,True,Active
EMP01947,Sales,UAE,Individual Contributor,Male,21,2023-06-13,748,47600.0,EMP01357,False,Active
EMP01948,Operations,Germany,Team Lead,Male,22,2021-11-21,1317,83700.0,EMP00081,True,Active
EMP01949,Sales,India,Senior IC,Male,27,2024-08-14,320,33100.0,EMP01988,True,Active
EMP01950,Operations,India,Individual Contributor,Female,26,2023-06-10,751,27100.0,EMP02091,True,Active
EMP01951,Operations,USA,Individual Contributor,Female,26,2022-01-05,1272,52500.0,EMP01202,False,Active
EMP01952,Sales,India,Senior IC,Male,33,2021-03-06,1577,38700.0,EMP00555,False,Active
EMP01953,Customer Support,Brazil,Individual Contributor,Male,25,2021-05-05,1517,28900.0,EMP01819,False,Active
EMP01954,Operations,USA,Senior Manager,Male,28,2019-10-14,2086,127500.0,EMP00051,False,Terminated
EMP01955,Operations,Canada,Senior IC,Male,24,2023-03-17,836,68600.0,EMP00984,False,Active
EMP01956,Operations,India,Individual Contributor,Male,29,2022-09-12,1022,27200.0,EMP03375,True,Active
EMP01957,Engineering,USA,Team Lead,Female,21,2022-08-07,1058,86300.0,EMP03205,False,Active
EMP01958,Sales,India,Senior IC,Female,25,2023-01-29,883,37800.0,EMP02217,False,Active
EMP01959,Operations,USA,Individual Contributor,Male,21,2023-12-26,552,58000.0,EMP01305,False,Active
EMP01960,Customer Support,USA,Senior IC,Female,26,2022-04-17,1170,81900.0,EMP00040,False,Active
EMP01961,Customer Support,Brazil,Individual Contributor,Male,33,2020-05-19,1868,30400.0,EMP02263,False,Active
EMP01962,Engineering,USA,Individual Contributor,Female,31,2021-09-23,1376,54300.0,EMP01714,False,Active
EMP01963,Engineering,USA,Team Lead,Female,24,2023-04-18,804,77600.0,EMP02481,False,Active
EMP01964,Sales,Brazil,Senior IC,Female,30,2022-04-01,1186,39600.0,EMP00577,False,Active
EMP01965,Customer Support,USA,Individual Contributor,,26,2023-05-25,767,56700.0,EMP02903,False,Active
EMP01966,Sales,UAE,Individual Contributor,Male,34,2021-02-07,1604,45800.0,EMP02807,True,Active
EMP01967,Customer Support,UAE,Senior IC,Female,29,2020-04-08,1909,46900.0,EMP01483,True,Active
EMP01968,Operations,USA,Individual Contributor,Female,21,2020-03-09,1939,58200.0,EMP00111,True,Active
EMP01969,Engineering,India,Senior Manager,Female,31,2022-11-26,947,60200.0,EMP01608,True,Active
EMP01970,Engineering,USA,Senior IC,Female,25,2023-05-12,780,78900.0,EMP01295,True,Active
EMP01971,Engineering,India,Manager,Male,29,2019-10-14,2086,59400.0,EMP02652,False,Active
EMP01972,Operations,USA,Individual Contributor,Female,28,2023-01-16,896,54100.0,EMP00841,False,Active
EMP01973,Customer Support,Canada,Manager,Female,22,2022-04-14,1173,98300.0,EMP00070,False,Active
EMP01974,Engineering,USA,Individual Contributor,Female,29,2021-10-03,1366,55300.0,EMP03438,False,Active
EMP01975,Sales,Brazil,Individual Contributor,Male,30,2022-06-19,1107,30000.0,EMP00859,False,Active
EMP01976,Sales,USA,Individual Contributor,Male,31,2020-09-07,1757,55700.0,EMP00280,False,Active
EMP01977,Engineering,USA,Individual Contributor,Male,23,2024-07-11,354,52900.0,EMP03011,False,Active
EMP01978,Operations,India,Senior Manager,Male,33,2021-05-16,1506,60200.0,EMP02501,True,Active
EMP01979,Customer Support,India,Team Lead,Male,22,2023-10-25,614,48400.0,EMP00966,False,Active
EMP01980,Sales,Canada,Senior IC,Male,24,2023-03-27,826,67300.0,EMP01668,False,Active
EMP01981,Operations,USA,Senior IC,Male,27,2022-01-25,1252,79700.0,EMP02396,True,Active
EMP01982,Engineering,USA,Senior IC,Male,26,2024-09-24,279,77100.0,EMP02847,False,Active
EMP01983,Operations,Germany,Senior IC,Female,26,2022-10-20,984,73600.0,EMP01301,True,Terminated
EMP01984,Sales,Germany,Manager,Male,32,2023-02-12,869,92600.0,EMP00767,False,Active
EMP01985,Customer Support,Canada,Senior IC,Male,28,2022-09-11,1023,65400.0,EMP00057,False,Active
EMP01986,Operations,Canada,Team Lead,Male,27,2023-03-19,834,81200.0,EMP03002,False,Active
EMP01987,Sales,Canada,Individual Contributor,Female,29,2022-04-08,1179,53000.0,EMP02835,False,Active
EMP01988,Customer Support,USA,Director,Female,29,2023-06-14,747,209400.0,,False,Active
EMP01989,Operations,Germany,Individual Contributor,Male,28,2022-07-18,1078,52000.0,EMP02612,True,Active
EMP01990,Sales,Brazil,Individual Contributor,Female,21,2022-01-27,1250,27300.0,EMP00756,False,Active
EMP01991,Sales,Germany,Manager,Female,35,2019-08-26,2135,90200.0,EMP00856,False,Active
EMP01992,Customer Support,Brazil,Individual Contributor,Female,32,2018-10-29,2436,26700.0,EMP00865,True,Active
EMP01993,Engineering,USA,Individual Contributor,Male,28,2024-06-14,381,51800.0,EMP01570,True,Active
EMP01994,Sales,Germany,Individual Contributor,Male,29,2019-05-12,2241,38700.0,EMP03360,False,Active
EMP01995,Engineering,UAE,Senior IC,Male,21,2023-12-29,549,58400.0,EMP02400,True,Active
EMP01996,Customer Support,USA,Senior Manager,Male,21,2022-07-12,1084,143500.0,EMP01494,False,Active
EMP01997,Sales,Canada,Manager,Female,22,2024-09-06,297,95600.0,EMP02581,True,Active
EMP01998,Engineering,Germany,Senior IC,Female,27,2025-01-03,178,66800.0,EMP02926,False,Active
EMP01999,Operations,USA,Director,Female,40,2014-12-25,3840,150100.0,,False,Active
EMP02000,Engineering,USA,Senior IC,Female,29,2022-06-22,1104,81000.0,EMP02943,False,Active
EMP02001,Operations,USA,Manager,Male,23,2022-12-02,941,113700.0,EMP00070,False,Active
EMP02002,Engineering,India,Individual Contributor,Female,25,2021-10-19,1350,26400.0,EMP01086,False,Active
EMP02003,Operations,USA,Senior IC,,33,2022-11-16,957,61600.0,EMP00610,False,Active
EMP02004,Customer Support,India,Individual Contributor,Male,24,2020-04-23,1894,25400.0,EMP00630,False,Active
EMP02005,Sales,UAE,Individual Contributor,Male,36,2021-12-09,1299,47200.0,EMP00719,False,Active
EMP02006,Operations,Germany,Team Lead,Female,37,2020-11-04,1699,81700.0,EMP01278,False,Active
EMP02007,Engineering,USA,Individual Contributor,Male,35,2023-10-20,619,56000.0,EMP02529,False,Active
EMP02008,Sales,Germany,Senior IC,Male,27,2024-07-30,335,72000.0,EMP02056,True,Active
EMP02009,Sales,UAE,Team Lead,Male,29,2019-12-06,2033,75000.0,EMP01526,True,Active
EMP02010,Customer Support,India,Individual Contributor,Male,30,2021-09-10,1389,27800.0,EMP01742,True,Active
EMP02011,Sales,USA,Senior IC,Female,29,2024-04-20,436,69700.0,EMP00644,False,Active
EMP02012,Sales,India,Team Lead,Female,23,2024-04-14,442,38700.0,EMP02578,False,Active
EMP02013,Sales,India,Manager,Female,23,2022-03-22,1196,54200.0,EMP02631,True,Active
