enrollment_id,employee_id,program_id,enrollment_date,completion_status,completion_pct,completion_date,assessment_score,participant_satisfaction_1to5
ENR012510,EMP02175,PRG017,2023-10-01,Completed,98.4,2023-11-18,86.3,4.3
ENR012511,EMP02175,PRG006,2025-02-24,Completed,99.8,2025-04-28,95.2,4.5
ENR012512,EMP02176,PRG013,2024-09-18,Completed,91.1,2024-10-29,82.6,5.0
ENR012513,EMP02176,PRG014,2024-11-26,In Progress,62.5,,,
ENR012514,EMP02176,PRG015,2025-04-19,Completed,96.7,2025-05-26,90.5,4.2
ENR012515,EMP02176,PRG016,2023-04-06,Completed,91.8,2023-04-19,75.1,4.5
ENR012516,EMP02176,PRG017,2024-10-12,Completed,100.0,2024-11-04,87.2,3.6
ENR012517,EMP02176,PRG001,2024-11-25,Completed,100.0,2024-12-20,90.8,4.3
ENR012518,EMP02177,PRG013,2024-12-16,Completed,100.0,2025-02-22,80.9,4.0
ENR012519,EMP02177,PRG014,2024-10-20,In Progress,16.8,,,
ENR012520,EMP02177,PRG015,2024-09-30,Completed,95.1,2024-12-02,71.0,5.0
ENR012521,EMP02177,PRG016,2025-04-13,Completed,88.3,2025-04-20,92.4,3.2
ENR012522,EMP02177,PRG017,2024-02-11,In Progress,42.3,,,
ENR012523,EMP02178,PRG013,2024-01-28,Completed,100.0,2024-02-05,85.0,3.0
ENR012524,EMP02178,PRG014,2024-02-24,Completed,92.9,2024-03-25,91.1,3.5
ENR012525,EMP02178,PRG015,2024-01-15,Completed,96.3,2024-02-18,93.8,3.8
ENR012526,EMP02178,PRG016,2025-01-16,Completed,100.0,2025-02-23,87.7,3.7
ENR012527,EMP02179,PRG013,2024-09-13,In Progress,47.5,,,
ENR012528,EMP02179,PRG014,2023-07-13,Completed,97.7,2023-08-03,97.8,3.6
ENR012529,EMP02179,PRG015,2023-10-02,In Progress,65.7,,,
ENR012530,EMP02179,PRG016,2024-07-25,Completed,100.0,2024-08-03,75.6,3.6
ENR012531,EMP02179,PRG017,2024-10-25,In Progress,67.4,,,
ENR012532,EMP02180,PRG013,2024-12-03,In Progress,45.9,,,
ENR012533,EMP02180,PRG014,2023-12-15,Completed,94.8,2024-01-18,87.0,4.9
ENR012534,EMP02180,PRG015,2024-10-01,In Progress,58.1,,,
ENR012535,EMP02180,PRG016,2023-04-03,Completed,100.0,2023-06-11,96.8,4.1
ENR012536,EMP02180,PRG017,2024-06-11,Completed,97.9,2024-06-16,70.6,5.0
ENR012537,EMP02180,PRG008,2023-12-04,Completed,97.0,2024-01-10,92.1,4.1
ENR012538,EMP02180,PRG023,2023-08-01,Completed,100.0,2023-09-10,96.7,3.7
ENR012539,EMP02181,PRG013,2025-02-06,Completed,95.1,2025-02-19,90.1,3.2
ENR012540,EMP02181,PRG014,2024-12-01,Completed,100.0,2024-12-16,77.7,5.0
ENR012541,EMP02181,PRG015,2023-01-11,Dropped,56.4,,,
ENR012542,EMP02181,PRG016,2025-02-17,Completed,92.0,2025-03-30,64.5,2.6
ENR012543,EMP02181,PRG006,2023-10-10,Completed,99.8,2023-11-11,85.5,5.0
ENR012544,EMP02182,PRG013,2023-06-04,Completed,99.1,2023-07-15,82.3,3.9
ENR012545,EMP02182,PRG014,2023-01-03,Completed,89.2,2023-01-07,74.2,3.9
ENR012546,EMP02182,PRG015,2024-04-21,Completed,95.7,2024-07-02,50.5,4.2
ENR012547,EMP02182,PRG016,2024-01-13,In Progress,23.5,,,
ENR012548,EMP02183,PRG013,2024-02-06,Dropped,0.6,,,3.5
ENR012549,EMP02183,PRG014,2023-02-01,Completed,90.2,2023-03-10,81.0,3.1
ENR012550,EMP02183,PRG015,2024-04-02,Dropped,31.7,,,
ENR012551,EMP02183,PRG016,2025-03-16,Completed,97.6,2025-04-22,78.2,3.5
ENR012552,EMP02183,PRG017,2024-10-11,Completed,94.6,2024-12-02,64.2,3.9
ENR012553,EMP02183,PRG003,2023-05-16,Completed,97.1,2023-07-14,81.2,4.9
ENR012554,EMP02184,PRG013,2023-02-01,Completed,95.6,2023-02-16,84.5,4.6
ENR012555,EMP02184,PRG014,2024-02-18,Completed,100.0,2024-04-20,88.5,3.3
ENR012556,EMP02184,PRG015,2024-10-26,In Progress,65.6,,,
ENR012557,EMP02184,PRG016,2023-10-21,Completed,92.6,2023-11-16,79.4,4.2
ENR012558,EMP02184,PRG017,2023-01-17,Completed,99.3,2023-03-25,84.7,3.6
ENR012559,EMP02184,PRG018,2023-04-10,Completed,92.7,2023-05-01,75.5,4.1
ENR012560,EMP02185,PRG013,2024-05-24,Completed,97.4,2024-06-05,80.7,3.7
ENR012561,EMP02185,PRG014,2025-04-08,Completed,92.0,2025-04-23,82.0,4.4
ENR012562,EMP02185,PRG015,2023-10-07,Completed,95.4,2023-11-18,82.4,4.4
ENR012563,EMP02185,PRG016,2024-11-29,Completed,95.3,2025-02-05,90.2,3.7
ENR012564,EMP02185,PRG017,2025-02-18,Completed,100.0,2025-03-16,82.3,3.4
ENR012565,EMP02186,PRG013,2024-03-22,Completed,96.0,2024-05-09,86.5,4.3
ENR012566,EMP02186,PRG014,2023-07-20,Completed,99.3,2023-09-19,92.7,4.6
ENR012567,EMP02186,PRG015,2023-12-12,Completed,92.3,2024-01-25,93.0,5.0
ENR012568,EMP02186,PRG016,2025-04-28,Completed,100.0,2025-06-18,79.3,4.2
ENR012569,EMP02186,PRG017,2023-04-10,Dropped,7.2,,,2.9
ENR012570,EMP02186,PRG005,2023-09-20,Completed,100.0,2023-09-23,82.8,5.0
ENR012571,EMP02186,PRG024,2023-05-09,Completed,98.4,2023-05-26,82.2,3.6
ENR012572,EMP02186,PRG027,2024-02-26,In Progress,42.8,,,
ENR012573,EMP02186,PRG004,2023-01-29,Completed,100.0,2023-03-02,74.1,4.0
ENR012574,EMP02186,PRG002,2024-06-10,In Progress,74.7,,,
ENR012575,EMP02187,PRG013,2024-01-11,Completed,96.1,2024-02-10,79.1,3.9
ENR012576,EMP02187,PRG014,2023-09-07,In Progress,42.2,,,
ENR012577,EMP02187,PRG015,2023-07-27,In Progress,33.9,,,
ENR012578,EMP02187,PRG016,2024-11-24,Completed,94.4,2024-12-04,94.4,4.2
ENR012579,EMP02187,PRG017,2024-01-31,Completed,96.4,2024-03-05,68.1,3.9
ENR012580,EMP02187,PRG019,2023-09-08,Completed,100.0,2023-11-21,65.3,4.4
ENR012581,EMP02188,PRG013,2023-08-02,In Progress,79.9,,,
ENR012582,EMP02188,PRG014,2024-02-28,Completed,93.9,2024-03-31,97.4,3.9
ENR012583,EMP02188,PRG017,2024-10-20,Completed,97.8,2024-12-03,77.5,3.7
ENR012584,EMP02188,PRG001,2023-12-01,In Progress,34.0,,,
ENR012585,EMP02189,PRG013,2023-12-20,Completed,88.9,2024-01-13,91.6,4.1
ENR012586,EMP02189,PRG015,2024-06-21,Completed,93.6,2024-06-26,70.1,3.4
ENR012587,EMP02189,PRG016,2024-07-09,Completed,95.5,2024-09-12,88.7,4.5
ENR012588,EMP02189,PRG017,2024-01-11,Completed,95.4,2024-03-01,74.3,4.3
ENR012589,EMP02189,PRG002,2024-02-04,Completed,100.0,2024-03-31,84.7,3.6
ENR012590,EMP02189,PRG011,2025-03-05,Completed,100.0,2025-04-19,80.0,2.5
ENR012591,EMP02190,PRG013,2024-05-05,Completed,90.8,2024-05-26,74.0,3.3
ENR012592,EMP02190,PRG014,2023-01-13,Completed,95.6,2023-01-16,76.4,3.7
ENR012593,EMP02190,PRG015,2024-06-12,Completed,95.8,2024-06-18,78.2,3.8
ENR012594,EMP02190,PRG016,2025-02-06,Completed,97.7,2025-02-17,86.3,4.3
ENR012595,EMP02191,PRG013,2024-04-23,Completed,100.0,2024-06-06,79.9,4.0
ENR012596,EMP02191,PRG014,2023-05-09,In Progress,24.8,,,
ENR012597,EMP02191,PRG015,2025-03-25,Completed,98.9,2025-05-03,81.1,4.3
ENR012598,EMP02191,PRG016,2023-03-07,Completed,99.5,2023-04-19,83.8,3.9
ENR012599,EMP02191,PRG017,2023-12-04,Completed,93.8,2024-01-02,82.3,4.3
ENR012600,EMP02191,PRG023,2023-08-11,In Progress,53.9,,,
ENR012601,EMP02191,PRG027,2023-01-05,Completed,95.4,2023-01-16,87.3,3.6
ENR012602,EMP02192,PRG013,2024-08-24,Completed,100.0,2024-09-16,100.0,4.1
ENR012603,EMP02192,PRG014,2024-08-30,Completed,97.6,2024-10-01,75.7,3.9
ENR012604,EMP02192,PRG015,2024-11-13,Completed,100.0,2025-01-09,100.0,4.1
ENR012605,EMP02192,PRG016,2025-04-01,Completed,96.3,2025-05-30,100.0,4.0
ENR012606,EMP02192,PRG017,2025-04-16,Completed,100.0,2025-05-28,86.1,5.0
ENR012607,EMP02192,PRG011,2023-12-07,In Progress,56.5,,,
ENR012608,EMP02193,PRG013,2024-02-13,Completed,91.0,2024-03-15,69.3,3.8
ENR012609,EMP02193,PRG014,2025-01-29,Completed,91.3,2025-03-26,69.9,4.0
ENR012610,EMP02193,PRG016,2024-07-17,Completed,95.1,2024-09-12,70.4,3.7
ENR012611,EMP02193,PRG017,2024-05-10,Completed,100.0,2024-07-09,72.2,5.0
ENR012612,EMP02193,PRG029,2024-03-29,In Progress,42.6,,,
ENR012613,EMP02194,PRG013,2023-04-27,In Progress,40.6,,,
ENR012614,EMP02194,PRG014,2023-05-04,Completed,97.3,2023-06-16,97.4,4.4
ENR012615,EMP02194,PRG015,2024-07-14,Completed,95.7,2024-07-24,85.5,3.3
ENR012616,EMP02194,PRG016,2025-03-04,Completed,100.0,2025-04-04,89.2,4.2
ENR012617,EMP02194,PRG017,2023-12-04,In Progress,46.4,,,
ENR012618,EMP02194,PRG012,2025-01-19,Completed,99.0,2025-02-09,73.7,4.0
ENR012619,EMP02194,PRG002,2024-04-14,Completed,100.0,2024-04-30,85.5,3.1
ENR012620,EMP02194,PRG003,2023-08-06,Completed,94.4,2023-08-14,72.6,3.7
ENR012621,EMP02194,PRG019,2024-03-22,Completed,94.9,2024-04-14,97.4,3.3
ENR012622,EMP02195,PRG013,2024-06-19,Completed,98.4,2024-07-11,70.0,5.0
ENR012623,EMP02195,PRG014,2023-04-19,Completed,97.7,2023-04-27,66.6,3.5
ENR012624,EMP02195,PRG015,2024-07-21,Completed,92.5,2024-09-30,75.4,3.9
ENR012625,EMP02195,PRG016,2023-03-25,Completed,100.0,2023-05-25,85.3,4.2
ENR012626,EMP02195,PRG017,2025-03-31,Completed,95.3,2025-04-14,78.4,4.2
ENR012627,EMP02195,PRG006,2023-06-15,Completed,87.1,2023-08-01,100.0,4.1
ENR012628,EMP02195,PRG030,2024-09-05,Completed,91.7,2024-10-08,95.7,4.4
ENR012629,EMP02195,PRG018,2024-08-03,Completed,87.4,2024-10-02,66.3,3.7
ENR012630,EMP02195,PRG026,2023-02-19,Completed,91.5,2023-03-03,82.5,4.0
ENR012631,EMP02196,PRG013,2023-07-30,In Progress,62.0,,,
ENR012632,EMP02196,PRG014,2024-06-14,Completed,98.5,2024-07-22,92.9,4.0
ENR012633,EMP02196,PRG015,2023-04-15,Dropped,19.8,,,
ENR012634,EMP02196,PRG016,2023-12-14,Completed,98.9,2023-12-20,76.7,3.9
ENR012635,EMP02196,PRG017,2023-02-24,Completed,98.0,2023-04-16,78.5,3.8
ENR012636,EMP02196,PRG019,2023-07-09,In Progress,51.1,,,
ENR012637,EMP02197,PRG015,2024-03-26,Completed,90.7,2024-05-11,71.8,5.0
ENR012638,EMP02197,PRG016,2024-12-09,Completed,100.0,2024-12-20,95.8,3.0
ENR012639,EMP02197,PRG017,2023-04-08,Completed,100.0,2023-05-01,77.3,3.8
ENR012640,EMP02197,PRG026,2023-01-12,Completed,97.9,2023-01-29,84.9,3.6
ENR012641,EMP02197,PRG004,2023-08-15,Completed,92.8,2023-10-12,82.4,4.0
ENR012642,EMP02198,PRG013,2024-01-08,Completed,94.0,2024-01-16,80.3,5.0
ENR012643,EMP02198,PRG014,2023-02-21,Completed,95.5,2023-04-03,77.2,4.3
ENR012644,EMP02198,PRG015,2023-11-30,Dropped,0.0,,,
ENR012645,EMP02198,PRG016,2023-03-29,Completed,96.8,2023-04-12,76.7,4.4
ENR012646,EMP02198,PRG017,2024-07-13,Completed,90.6,2024-07-20,92.5,3.6
ENR012647,EMP02198,PRG004,2023-07-06,Completed,89.6,2023-07-19,75.8,5.0
ENR012648,EMP02198,PRG010,2023-02-01,In Progress,17.1,,,
ENR012649,EMP02199,PRG013,2024-04-06,Completed,100.0,2024-06-15,72.8,4.8
ENR012650,EMP02199,PRG014,2024-01-18,Completed,100.0,2024-02-03,89.1,5.0
ENR012651,EMP02199,PRG016,2024-08-04,Completed,96.3,2024-09-14,79.3,5.0
ENR012652,EMP02199,PRG017,2023-11-07,Completed,100.0,2023-12-25,74.8,4.2
ENR012653,EMP02200,PRG013,2023-07-03,Completed,96.7,2023-09-05,96.0,4.9
ENR012654,EMP02200,PRG014,2024-11-12,Completed,95.5,2024-11-20,100.0,4.4
ENR012655,EMP02200,PRG016,2024-02-05,Completed,95.8,2024-03-14,94.0,2.9
ENR012656,EMP02200,PRG017,2024-02-06,Completed,95.0,2024-03-13,71.1,4.6
ENR012657,EMP02200,PRG028,2023-03-18,Completed,94.8,2023-05-21,71.3,5.0
ENR012658,EMP02201,PRG013,2023-11-20,Completed,91.9,2023-11-24,82.6,2.7
ENR012659,EMP02201,PRG014,2023-05-29,Completed,96.2,2023-06-16,83.9,3.7
ENR012660,EMP02201,PRG016,2023-09-12,Dropped,15.5,,,3.4
ENR012661,EMP02201,PRG017,2025-04-20,In Progress,47.9,,,
ENR012662,EMP02201,PRG007,2023-09-11,Completed,91.4,2023-10-11,86.8,3.6
ENR012663,EMP02201,PRG009,2024-10-11,Completed,100.0,2024-11-20,64.5,4.8
ENR012664,EMP02202,PRG013,2025-01-01,Completed,100.0,2025-01-08,100.0,3.1
ENR012665,EMP02202,PRG014,2024-04-12,Completed,95.0,2024-06-23,87.6,4.2
ENR012666,EMP02202,PRG015,2024-06-22,In Progress,34.9,,,
ENR012667,EMP02202,PRG016,2023-02-08,Completed,97.9,2023-04-09,78.2,4.0
ENR012668,EMP02202,PRG017,2023-08-19,Completed,94.2,2023-09-25,93.9,3.2
ENR012669,EMP02203,PRG013,2023-06-29,Completed,94.2,2023-07-03,100.0,3.1
ENR012670,EMP02203,PRG014,2024-12-17,Dropped,15.6,,,
ENR012671,EMP02203,PRG015,2023-05-14,Completed,98.2,2023-06-04,74.5,2.7
ENR012672,EMP02203,PRG016,2023-07-15,Completed,90.9,2023-08-26,75.7,3.4
ENR012673,EMP02203,PRG017,2024-11-25,Completed,91.9,2025-01-15,80.2,4.1
ENR012674,EMP02203,PRG011,2023-03-13,Completed,100.0,2023-05-09,79.2,3.0
ENR012675,EMP02203,PRG010,2024-05-01,Completed,98.6,2024-06-05,87.8,4.5
ENR012676,EMP02204,PRG013,2024-09-18,Completed,88.0,2024-10-23,66.5,5.0
ENR012677,EMP02204,PRG014,2024-03-14,Completed,95.5,2024-03-18,81.2,3.8
ENR012678,EMP02204,PRG016,2025-02-01,Completed,99.0,2025-03-30,94.8,3.4
ENR012679,EMP02204,PRG017,2023-09-06,In Progress,43.8,,,
ENR012680,EMP02204,PRG001,2024-02-24,Completed,99.4,2024-03-12,65.4,5.0
ENR012681,EMP02205,PRG013,2024-03-26,Completed,96.9,2024-04-17,91.7,3.5
ENR012682,EMP02205,PRG014,2024-11-21,In Progress,72.6,,,
ENR012683,EMP02205,PRG015,2024-03-21,In Progress,36.6,,,
ENR012684,EMP02205,PRG016,2023-04-10,Completed,99.3,2023-06-02,71.0,4.4
ENR012685,EMP02205,PRG017,2023-12-01,Completed,96.3,2024-02-01,78.5,4.0
ENR012686,EMP02205,PRG006,2024-10-16,Completed,98.0,2024-12-20,72.0,4.0
ENR012687,EMP02205,PRG008,2024-12-15,Completed,95.8,2025-01-14,66.4,4.9
ENR012688,EMP02205,PRG018,2023-03-29,Completed,95.0,2023-05-04,76.8,4.8
ENR012689,EMP02205,PRG007,2023-08-26,Completed,100.0,2023-09-02,82.6,4.7
ENR012690,EMP02206,PRG013,2023-05-28,Completed,95.4,2023-07-25,67.4,3.1
ENR012691,EMP02206,PRG014,2023-08-19,Completed,96.7,2023-09-06,72.1,4.8
ENR012692,EMP02206,PRG015,2024-06-15,Completed,91.7,2024-07-11,77.6,3.0
ENR012693,EMP02206,PRG016,2024-04-12,Completed,90.1,2024-05-05,62.8,4.7
ENR012694,EMP02206,PRG017,2025-04-30,Completed,99.6,2025-05-22,81.2,4.2
ENR012695,EMP02206,PRG018,2023-07-11,In Progress,46.2,,,
ENR012696,EMP02206,PRG031,2023-05-06,Completed,90.4,2023-06-02,77.8,3.5
ENR012697,EMP02207,PRG013,2023-03-09,Completed,97.5,2023-05-02,76.0,4.1
ENR012698,EMP02207,PRG014,2024-07-25,Completed,100.0,2024-08-08,59.9,2.5
ENR012699,EMP02207,PRG015,2025-04-10,Completed,100.0,2025-06-18,83.6,3.9
ENR012700,EMP02207,PRG017,2024-12-29,Dropped,0.9,,,
ENR012701,EMP02207,PRG001,2023-01-04,Dropped,22.5,,,3.3
ENR012702,EMP02207,PRG030,2023-06-11,Completed,99.1,2023-08-10,95.9,4.0
ENR012703,EMP02208,PRG013,2023-04-08,Completed,94.6,2023-06-06,64.9,4.9
ENR012704,EMP02208,PRG014,2023-01-25,In Progress,37.2,,,
ENR012705,EMP02208,PRG015,2023-12-19,In Progress,57.2,,,
ENR012706,EMP02208,PRG016,2025-02-23,In Progress,5.0,,,
ENR012707,EMP02208,PRG017,2024-12-21,Completed,97.3,2025-03-05,73.8,4.9
ENR012708,EMP02208,PRG022,2023-02-05,Completed,95.9,2023-02-26,71.2,5.0
ENR012709,EMP02208,PRG010,2024-06-07,Completed,92.1,2024-06-13,87.2,5.0
ENR012710,EMP02208,PRG020,2023-03-31,Completed,93.7,2023-06-02,71.3,3.8
ENR012711,EMP02209,PRG013,2023-03-08,Dropped,24.2,,,
ENR012712,EMP02209,PRG014,2025-01-16,Completed,92.1,2025-01-29,82.0,5.0
ENR012713,EMP02209,PRG015,2024-09-09,Dropped,27.2,,,1.5
ENR012714,EMP02209,PRG016,2023-11-18,Completed,96.1,2024-01-16,83.3,3.7
ENR012715,EMP02209,PRG017,2024-03-13,Completed,99.2,2024-04-13,73.2,3.7
ENR012716,EMP02210,PRG013,2023-11-16,Dropped,0.0,,,
ENR012717,EMP02210,PRG014,2023-03-28,Completed,100.0,2023-05-04,97.5,5.0
ENR012718,EMP02210,PRG015,2024-02-03,Completed,90.3,2024-03-07,69.1,4.1
ENR012719,EMP02210,PRG016,2024-06-12,Completed,96.6,2024-08-19,81.7,3.2
ENR012720,EMP02210,PRG017,2025-02-05,Completed,96.2,2025-03-22,99.4,4.1
ENR012721,EMP02210,PRG023,2024-01-08,Completed,96.3,2024-01-26,87.2,3.9
ENR012722,EMP02210,PRG006,2024-08-03,Completed,92.9,2024-09-14,88.5,4.5
ENR012723,EMP02211,PRG013,2024-01-26,Completed,100.0,2024-03-19,75.3,4.2
ENR012724,EMP02211,PRG014,2023-05-26,Completed,99.9,2023-08-07,86.1,4.1
ENR012725,EMP02211,PRG015,2023-04-28,Completed,95.6,2023-06-02,77.1,4.3
ENR012726,EMP02211,PRG017,2024-04-16,Completed,98.5,2024-04-28,56.9,4.3
ENR012727,EMP02211,PRG001,2025-02-04,Completed,100.0,2025-02-19,83.5,4.5
ENR012728,EMP02212,PRG013,2023-12-17,Dropped,9.5,,,
ENR012729,EMP02212,PRG014,2023-09-01,Completed,100.0,2023-10-02,91.7,4.1
ENR012730,EMP02212,PRG015,2024-11-13,Completed,94.4,2025-01-03,93.2,4.2
ENR012731,EMP02212,PRG016,2023-05-01,Completed,96.7,2023-06-20,89.0,4.3
ENR012732,EMP02212,PRG017,2024-10-12,Completed,97.7,2024-10-16,77.6,3.6
ENR012733,EMP02212,PRG009,2023-12-30,Dropped,20.5,,,
ENR012734,EMP02213,PRG013,2023-09-04,Completed,94.3,2023-09-26,71.4,3.4
ENR012735,EMP02213,PRG014,2024-01-03,Completed,100.0,2024-02-08,62.3,4.7
ENR012736,EMP02213,PRG015,2023-09-07,In Progress,43.3,,,
ENR012737,EMP02213,PRG016,2023-01-26,Completed,100.0,2023-04-08,91.2,3.7
ENR012738,EMP02213,PRG017,2024-03-13,Completed,100.0,2024-03-28,100.0,3.7
ENR012739,EMP02214,PRG013,2023-12-13,Completed,96.0,2023-12-27,76.3,3.9
ENR012740,EMP02214,PRG014,2023-08-04,In Progress,72.4,,,
ENR012741,EMP02214,PRG015,2025-02-20,Completed,96.0,2025-03-29,93.1,3.0
ENR012742,EMP02214,PRG016,2024-01-03,Completed,93.9,2024-03-04,80.6,3.9
ENR012743,EMP02214,PRG017,2024-12-27,Completed,98.0,2025-01-12,76.1,4.1
ENR012744,EMP02214,PRG012,2023-10-19,Completed,91.8,2023-10-29,74.5,4.5
ENR012745,EMP02215,PRG013,2023-03-03,Completed,100.0,2023-05-08,68.7,2.9
ENR012746,EMP02215,PRG014,2024-05-22,Dropped,25.7,,,
ENR012747,EMP02215,PRG015,2025-01-20,Completed,100.0,2025-03-12,100.0,3.8
ENR012748,EMP02215,PRG016,2023-08-19,Completed,89.9,2023-09-08,98.7,4.9
ENR012749,EMP02215,PRG017,2025-04-27,Completed,96.9,2025-05-13,88.8,4.7
ENR012750,EMP02215,PRG005,2025-04-22,Completed,100.0,2025-05-08,88.7,4.7
ENR012751,EMP02215,PRG012,2023-02-05,Completed,99.1,2023-03-15,77.8,3.5
ENR012752,EMP02216,PRG013,2024-09-04,Completed,100.0,2024-11-10,95.8,4.2
ENR012753,EMP02216,PRG014,2024-03-15,Completed,94.7,2024-05-17,95.1,4.9
ENR012754,EMP02216,PRG015,2023-08-19,Completed,92.7,2023-10-28,84.8,3.8
ENR012755,EMP02216,PRG016,2024-11-05,In Progress,34.5,,,
ENR012756,EMP02216,PRG028,2023-04-11,Completed,95.7,2023-06-05,73.3,3.7
ENR012757,EMP02216,PRG022,2023-10-18,Dropped,39.2,,,
ENR012758,EMP02217,PRG013,2024-08-11,Completed,98.4,2024-09-29,91.3,3.4
ENR012759,EMP02217,PRG014,2024-09-16,In Progress,45.9,,,
ENR012760,EMP02217,PRG015,2024-01-04,Completed,92.8,2024-02-13,63.6,3.5
ENR012761,EMP02217,PRG016,2025-02-05,Completed,100.0,2025-04-14,71.5,4.6
ENR012762,EMP02217,PRG017,2025-02-18,Completed,99.6,2025-02-27,73.7,2.6
ENR012763,EMP02217,PRG022,2024-01-11,Completed,96.6,2024-01-28,75.7,3.6
ENR012764,EMP02218,PRG013,2025-01-25,Completed,98.2,2025-01-31,93.1,4.2
ENR012765,EMP02218,PRG014,2023-06-11,Dropped,37.7,,,3.4
ENR012766,EMP02218,PRG015,2024-03-18,Dropped,21.5,,,1.7
ENR012767,EMP02218,PRG017,2024-04-27,Completed,86.1,2024-05-15,100.0,4.1
ENR012768,EMP02218,PRG003,2024-03-18,Completed,97.4,2024-04-13,68.5,3.8
ENR012769,EMP02219,PRG013,2023-04-10,Completed,92.1,2023-05-02,85.0,3.6
ENR012770,EMP02219,PRG014,2024-10-09,Completed,100.0,2024-10-20,83.6,5.0
ENR012771,EMP02219,PRG015,2024-06-20,Completed,96.2,2024-08-15,98.0,4.2
ENR012772,EMP02219,PRG016,2024-02-13,Completed,92.6,2024-04-13,85.6,4.2
ENR012773,EMP02219,PRG017,2024-09-21,Dropped,7.9,,,
ENR012774,EMP02219,PRG004,2024-12-13,Completed,95.0,2025-02-04,87.8,3.5
ENR012775,EMP02220,PRG013,2024-12-22,Completed,97.8,2025-02-26,83.5,4.2
ENR012776,EMP02220,PRG015,2023-06-29,In Progress,45.4,,,
ENR012777,EMP02220,PRG017,2024-11-24,Completed,95.7,2024-12-22,87.4,4.6
ENR012778,EMP02220,PRG019,2025-01-30,Completed,94.4,2025-04-04,84.5,5.0
ENR012779,EMP02220,PRG009,2023-07-22,Completed,91.8,2023-09-25,83.5,4.1
ENR012780,EMP02220,PRG010,2024-03-11,In Progress,40.4,,,
ENR012781,EMP02221,PRG013,2024-01-21,Completed,100.0,2024-03-31,89.8,5.0
ENR012782,EMP02221,PRG015,2025-03-04,Completed,95.9,2025-04-23,69.7,4.9
ENR012783,EMP02221,PRG016,2023-12-25,In Progress,31.9,,,
ENR012784,EMP02221,PRG017,2024-11-11,Completed,96.3,2024-11-15,89.7,5.0
ENR012785,EMP02221,PRG010,2025-02-17,Completed,93.9,2025-02-21,80.0,3.3
ENR012786,EMP02222,PRG014,2023-12-31,Completed,86.9,2024-01-16,73.7,3.0
ENR012787,EMP02222,PRG015,2025-01-21,Completed,100.0,2025-02-14,71.9,4.2
ENR012788,EMP02222,PRG016,2024-09-08,Completed,95.0,2024-11-10,93.9,4.7
ENR012789,EMP02222,PRG017,2024-12-23,Completed,95.5,2025-01-03,83.7,3.8
ENR012790,EMP02222,PRG011,2024-11-11,Completed,97.6,2024-11-22,79.7,3.7
ENR012791,EMP02224,PRG013,2023-02-23,Completed,93.4,2023-04-09,70.2,3.5
ENR012792,EMP02224,PRG014,2023-03-09,In Progress,65.1,,,
ENR012793,EMP02224,PRG015,2023-05-04,Completed,100.0,2023-06-26,84.5,4.3
ENR012794,EMP02224,PRG016,2025-02-06,Completed,96.5,2025-02-13,82.3,4.1
ENR012795,EMP02224,PRG017,2023-03-03,Dropped,3.3,,,3.1
ENR012796,EMP02225,PRG013,2023-06-22,Completed,98.8,2023-08-19,78.1,4.1
ENR012797,EMP02225,PRG014,2025-04-08,Completed,95.7,2025-05-04,77.0,4.9
ENR012798,EMP02225,PRG015,2024-01-01,Completed,92.6,2024-02-01,94.6,4.4
ENR012799,EMP02225,PRG016,2024-09-07,Completed,100.0,2024-10-17,73.0,3.4
ENR012800,EMP02225,PRG017,2024-02-26,Completed,98.3,2024-03-22,66.2,4.6
ENR012801,EMP02225,PRG012,2023-06-29,Completed,100.0,2023-08-23,80.3,2.3
ENR012802,EMP02225,PRG007,2024-07-21,Completed,98.1,2024-07-25,81.8,3.3
ENR012803,EMP02226,PRG013,2023-07-19,Completed,94.0,2023-09-07,84.6,3.0
ENR012804,EMP02226,PRG014,2023-03-19,Completed,96.4,2023-05-01,74.1,4.6
ENR012805,EMP02226,PRG015,2024-02-22,Completed,92.5,2024-03-15,69.4,5.0
ENR012806,EMP02226,PRG016,2024-11-08,Completed,100.0,2024-11-17,73.9,3.9
ENR012807,EMP02226,PRG017,2023-03-05,Completed,100.0,2023-04-28,70.4,4.4
ENR012808,EMP02227,PRG013,2024-03-27,Completed,95.7,2024-06-04,80.8,4.2
ENR012809,EMP02227,PRG014,2024-04-24,Completed,100.0,2024-05-30,74.7,2.8
ENR012810,EMP02227,PRG015,2023-09-08,Completed,94.1,2023-10-02,83.6,4.5
ENR012811,EMP02227,PRG016,2023-05-12,Completed,100.0,2023-05-18,81.7,4.2
ENR012812,EMP02227,PRG017,2025-01-01,Completed,94.7,2025-01-27,85.6,4.6
ENR012813,EMP02228,PRG013,2023-09-04,Completed,94.3,2023-10-22,66.0,4.2
ENR012814,EMP02228,PRG014,2023-02-10,Dropped,28.7,,,
ENR012815,EMP02228,PRG015,2023-12-25,Completed,96.7,2024-01-01,91.6,4.1
ENR012816,EMP02228,PRG016,2024-12-16,Completed,97.5,2025-01-25,100.0,4.3
ENR012817,EMP02228,PRG017,2024-02-04,In Progress,61.5,,,
ENR012818,EMP02228,PRG001,2024-05-03,Completed,98.0,2024-05-25,85.2,2.8
ENR012819,EMP02229,PRG013,2023-11-25,In Progress,62.7,,,
ENR012820,EMP02229,PRG014,2025-02-17,Completed,88.8,2025-03-18,66.7,4.7
